results_relpath,prompt_id,prompt_template,prompt_style,parse_family,has_provenance
cnf1_con_mixed/validation_20251020_2235/openai/gpt-5-2025-08-07/think-medium/results.jsonl,prompt_0b276d34e8,prompts/_template_unified.j2,cnf_v1,contradiction,True
cnf1_con_mixed/validation_20251020_2235/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,prompt_0b276d34e8,prompts/_template_unified.j2,cnf_v1,contradiction,True
cnf1_con_mixed/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,prompt_0b276d34e8,prompts/_template_unified.j2,cnf_v1,contradiction,True
cnf2_con_hornonly/config_test/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/config_test/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/config_test/anthropic/claude-opus-4-1-20250805/think-med/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/config_test/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/config_test/google/gemini-2.5-flash/think-med/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/config_test/google/gemini-2.5-flash-lite/nothink/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/config_test/google/gemini-2.5-flash-lite/think-low/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/config_test/google/gemini-2.5-pro/think-high/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/config_test/openai/gpt-5-2025-08-07/think-medium/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/config_test/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/config_test/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/config_test/openai/gpt-5-pro-2025-10-06/think-high/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/final_validation_test/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/final_validation_test/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/final_validation_test/anthropic/claude-opus-4-1-20250805/think-med/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/final_validation_test/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/final_validation_test/google/gemini-2.5-flash/think-med/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/final_validation_test/google/gemini-2.5-flash-lite/nothink/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/final_validation_test/google/gemini-2.5-flash-lite/think-low/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/final_validation_test/google/gemini-2.5-pro/think-high/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/final_validation_test/openai/gpt-5-2025-08-07/think-medium/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/final_validation_test/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/final_validation_test/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/final_validation_test/openai/gpt-5-pro-2025-10-06/think-high/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/smoke_20251020_2037/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/smoke_20251020_2037/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/smoke_20251020_2037/anthropic/claude-opus-4-1-20250805/think-med/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/smoke_20251020_2037/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/smoke_20251020_2037/google/gemini-2.5-flash/think-med/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/smoke_20251020_2037/google/gemini-2.5-flash-lite/nothink/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/smoke_20251020_2037/google/gemini-2.5-flash-lite/think-low/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/smoke_20251020_2037/google/gemini-2.5-pro/think-high/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/smoke_20251020_2037/openai/gpt-5-2025-08-07/think-medium/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/smoke_20251020_2037/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/smoke_20251020_2037/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/smoke_20251020_2037/openai/gpt-5-pro-2025-10-06/think-high/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/think-med/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/smoke_20251020_2224/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/smoke_20251020_2224/google/gemini-2.5-flash/think-med/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/smoke_20251020_2224/google/gemini-2.5-flash-lite/nothink/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/smoke_20251020_2224/google/gemini-2.5-flash-lite/think-low/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/smoke_20251020_2224/google/gemini-2.5-pro/think-high/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/smoke_20251020_2224/openai/gpt-5-2025-08-07/think-high/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/smoke_20251020_2224/openai/gpt-5-2025-08-07/think-medium/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/smoke_20251020_2224/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/smoke_20251020_2224/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/think-med/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/validation_20251020_2235/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/validation_20251020_2235/google/gemini-2.5-flash/think-med/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/validation_20251020_2235/google/gemini-2.5-flash-lite/nothink/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/validation_20251020_2235/google/gemini-2.5-flash-lite/think-low/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/validation_20251020_2235/google/gemini-2.5-pro/think-high/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/validation_20251020_2235/openai/gpt-5-2025-08-07/think-high/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/validation_20251020_2235/openai/gpt-5-2025-08-07/think-medium/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/validation_20251020_2235/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_hornonly/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/config_test/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/config_test/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/config_test/anthropic/claude-opus-4-1-20250805/think-med/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/config_test/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/config_test/google/gemini-2.5-flash/think-med/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/config_test/google/gemini-2.5-flash-lite/nothink/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/config_test/google/gemini-2.5-flash-lite/think-low/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/config_test/google/gemini-2.5-pro/think-high/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/config_test/openai/gpt-5-2025-08-07/think-medium/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/config_test/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/config_test/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/config_test/openai/gpt-5-pro-2025-10-06/think-high/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/final_validation_test/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/final_validation_test/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/final_validation_test/anthropic/claude-opus-4-1-20250805/think-med/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/final_validation_test/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/final_validation_test/google/gemini-2.5-flash/think-med/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/final_validation_test/google/gemini-2.5-flash-lite/nothink/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/final_validation_test/google/gemini-2.5-flash-lite/think-low/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/final_validation_test/google/gemini-2.5-pro/think-high/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/final_validation_test/openai/gpt-5-2025-08-07/think-medium/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/final_validation_test/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/final_validation_test/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/final_validation_test/openai/gpt-5-pro-2025-10-06/think-high/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/smoke_20251020_2037/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/smoke_20251020_2037/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/smoke_20251020_2037/anthropic/claude-opus-4-1-20250805/think-med/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/smoke_20251020_2037/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/smoke_20251020_2037/google/gemini-2.5-flash/think-med/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/smoke_20251020_2037/google/gemini-2.5-flash-lite/nothink/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/smoke_20251020_2037/google/gemini-2.5-flash-lite/think-low/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/smoke_20251020_2037/google/gemini-2.5-pro/think-high/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/smoke_20251020_2037/openai/gpt-5-2025-08-07/think-medium/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/smoke_20251020_2037/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/smoke_20251020_2037/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/smoke_20251020_2037/openai/gpt-5-pro-2025-10-06/think-high/results.jsonl,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/think-med/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/smoke_20251020_2224/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/smoke_20251020_2224/google/gemini-2.5-flash/think-med/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/smoke_20251020_2224/google/gemini-2.5-flash-lite/nothink/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/smoke_20251020_2224/google/gemini-2.5-flash-lite/think-low/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/smoke_20251020_2224/google/gemini-2.5-pro/think-high/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/smoke_20251020_2224/openai/gpt-5-2025-08-07/think-high/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/smoke_20251020_2224/openai/gpt-5-2025-08-07/think-medium/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/smoke_20251020_2224/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/smoke_20251020_2224/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/think-med/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/validation_20251020_2235/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/validation_20251020_2235/google/gemini-2.5-flash/think-med/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/validation_20251020_2235/google/gemini-2.5-flash-lite/nothink/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/validation_20251020_2235/google/gemini-2.5-flash-lite/think-low/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/validation_20251020_2235/google/gemini-2.5-pro/think-high/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/validation_20251020_2235/openai/gpt-5-2025-08-07/think-high/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/validation_20251020_2235/openai/gpt-5-2025-08-07/think-medium/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/validation_20251020_2235/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
cnf2_con_mixed/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
google_cheap_cnf2_con_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/nothink/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
google_cheap_cnf2_con_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-high/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
google_cheap_cnf2_con_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-low/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
google_cheap_cnf2_con_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-med/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
google_cheap_cnf2_con_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/nothink/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
google_cheap_cnf2_con_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-high/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
google_cheap_cnf2_con_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-low/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
google_cheap_cnf2_con_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-med/results.jsonl,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,True
google_cheap_horn_yn_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/nothink/results.jsonl,prompt_7b28aa32dc,prompts/_template_unified.j2,horn_if_then,yes_no,True
google_cheap_horn_yn_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-high/results.jsonl,prompt_7b28aa32dc,prompts/_template_unified.j2,horn_if_then,yes_no,True
google_cheap_horn_yn_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-low/results.jsonl,prompt_7b28aa32dc,prompts/_template_unified.j2,horn_if_then,yes_no,True
google_cheap_horn_yn_hornonly/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-med/results.jsonl,prompt_7b28aa32dc,prompts/_template_unified.j2,horn_if_then,yes_no,True
google_cheap_horn_yn_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/nothink/results.jsonl,prompt_62ba908560,prompts/_template_unified.j2,horn_if_then,yes_no,True
google_cheap_horn_yn_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-high/results.jsonl,prompt_62ba908560,prompts/_template_unified.j2,horn_if_then,yes_no,True
google_cheap_horn_yn_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-low/results.jsonl,prompt_62ba908560,prompts/_template_unified.j2,horn_if_then,yes_no,True
google_cheap_horn_yn_mixed/cheap_20251027_2133/google/gemini-2.5-flash-lite/think-med/results.jsonl,prompt_62ba908560,prompts/_template_unified.j2,horn_if_then,yes_no,True
horn_yn_hornonly/api_test_001/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,True
horn_yn_hornonly/api_test_001/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,True
horn_yn_hornonly/api_test_001/anthropic/claude-opus-4-1-20250805/think-med/results.jsonl,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,True
horn_yn_hornonly/api_test_001/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,True
horn_yn_hornonly/api_test_001/google/gemini-2.5-flash/think-med/results.jsonl,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,True
horn_yn_hornonly/api_test_001/google/gemini-2.5-flash-lite/nothink/results.jsonl,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,True
horn_yn_hornonly/api_test_001/google/gemini-2.5-flash-lite/think-low/results.jsonl,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,True
horn_yn_hornonly/api_test_001/google/gemini-2.5-pro/think-high/results.jsonl,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,True
horn_yn_hornonly/api_test_001/openai/gpt-5-2025-08-07/think-medium/results.jsonl,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,True
horn_yn_hornonly/api_test_001/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,True
horn_yn_hornonly/api_test_001/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,True
horn_yn_hornonly/api_test_001/openai/gpt-5-pro-2025-10-06/think-high/results.jsonl,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,True
horn_yn_hornonly/config_test/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,True
horn_yn_hornonly/config_test/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,True
horn_yn_hornonly/config_test/anthropic/claude-opus-4-1-20250805/think-med/results.jsonl,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,True
horn_yn_hornonly/config_test/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,True
horn_yn_hornonly/config_test/google/gemini-2.5-flash/think-med/results.jsonl,prompt_c1b2be97aa,prompts/_template_unified.j2,horn_if_then,yes_no,True
