experiment,run_id,provider,model,thinking_mode,prompt_id,prompt_template,prompt_style,parse_family,total,correct,accuracy,unclear,unclear_rate,sat_total,sat_correct,sat_accuracy,unsat_total,unsat_correct,unsat_accuracy
cnf1_con_mixed,parser_retest,openai,gpt-5-nano-2025-08-07,nothink,prompt_21889a86a3,prompts/_template_unified.j2,cnf_v1,contradiction,3,2,0.6666666666666666,1,0.3333333333333333,2,1,0.5,1,1,1.0
cnf1_con_mixed,parser_retest,openai,gpt-5-pro-2025-10-06,think-high,prompt_21889a86a3,prompts/_template_unified.j2,cnf_v1,contradiction,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
cnf1_con_mixed,smoke_20251020_2037,anthropic,claude-haiku-4-5-20251001,nothink,prompt_21889a86a3,prompts/_template_unified.j2,cnf_v1,contradiction,8,8,1.0,0,0.0,4,4,1.0,4,4,1.0
cnf1_con_mixed,smoke_20251020_2037,anthropic,claude-haiku-4-5-20251001,think-low,prompt_21889a86a3,prompts/_template_unified.j2,cnf_v1,contradiction,8,8,1.0,0,0.0,4,4,1.0,4,4,1.0
cnf1_con_mixed,smoke_20251020_2037,anthropic,claude-opus-4-1-20250805,think-med,prompt_21889a86a3,prompts/_template_unified.j2,cnf_v1,contradiction,8,8,1.0,0,0.0,4,4,1.0,4,4,1.0
cnf1_con_mixed,smoke_20251020_2037,anthropic,claude-sonnet-4-5-20250929,think-high,prompt_21889a86a3,prompts/_template_unified.j2,cnf_v1,contradiction,8,8,1.0,0,0.0,4,4,1.0,4,4,1.0
cnf1_con_mixed,smoke_20251020_2037,google,gemini-2.5-flash,think-med,prompt_21889a86a3,prompts/_template_unified.j2,cnf_v1,contradiction,8,8,1.0,0,0.0,4,4,1.0,4,4,1.0
cnf1_con_mixed,smoke_20251020_2037,google,gemini-2.5-flash-lite,nothink,prompt_21889a86a3,prompts/_template_unified.j2,cnf_v1,contradiction,8,5,0.625,0,0.0,4,4,1.0,4,1,0.25
cnf1_con_mixed,smoke_20251020_2037,google,gemini-2.5-flash-lite,think-low,prompt_21889a86a3,prompts/_template_unified.j2,cnf_v1,contradiction,8,7,0.875,0,0.0,4,4,1.0,4,3,0.75
cnf1_con_mixed,smoke_20251020_2037,google,gemini-2.5-pro,think-high,prompt_21889a86a3,prompts/_template_unified.j2,cnf_v1,contradiction,8,8,1.0,0,0.0,4,4,1.0,4,4,1.0
cnf1_con_mixed,smoke_20251020_2037,openai,gpt-5-2025-08-07,think-medium,prompt_21889a86a3,prompts/_template_unified.j2,cnf_v1,contradiction,8,8,1.0,0,0.0,4,4,1.0,4,4,1.0
cnf1_con_mixed,smoke_20251020_2037,openai,gpt-5-mini-2025-08-07,think-low,prompt_21889a86a3,prompts/_template_unified.j2,cnf_v1,contradiction,8,8,1.0,0,0.0,4,4,1.0,4,4,1.0
cnf1_con_mixed,smoke_20251020_2037,openai,gpt-5-nano-2025-08-07,nothink,prompt_21889a86a3,prompts/_template_unified.j2,cnf_v1,contradiction,8,7,0.875,1,0.125,4,3,0.75,4,4,1.0
cnf1_con_mixed,smoke_20251020_2037,openai,gpt-5-pro-2025-10-06,think-high,prompt_21889a86a3,prompts/_template_unified.j2,cnf_v1,contradiction,8,8,1.0,0,0.0,4,4,1.0,4,4,1.0
cnf1_con_mixed,smoke_20251020_2224,anthropic,claude-haiku-4-5-20251001,nothink,prompt_0b276d34e8,prompts/_template_unified.j2,cnf_v1,contradiction,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
cnf1_con_mixed,smoke_20251020_2224,anthropic,claude-haiku-4-5-20251001,think-low,prompt_0b276d34e8,prompts/_template_unified.j2,cnf_v1,contradiction,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
cnf1_con_mixed,smoke_20251020_2224,anthropic,claude-haiku-4-5-20251001,think-med,prompt_0b276d34e8,prompts/_template_unified.j2,cnf_v1,contradiction,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
cnf1_con_mixed,smoke_20251020_2224,anthropic,claude-sonnet-4-5-20250929,think-high,prompt_0b276d34e8,prompts/_template_unified.j2,cnf_v1,contradiction,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
cnf1_con_mixed,smoke_20251020_2224,google,gemini-2.5-flash,think-med,prompt_0b276d34e8,prompts/_template_unified.j2,cnf_v1,contradiction,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
cnf1_con_mixed,smoke_20251020_2224,google,gemini-2.5-flash-lite,nothink,prompt_0b276d34e8,prompts/_template_unified.j2,cnf_v1,contradiction,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
cnf1_con_mixed,smoke_20251020_2224,google,gemini-2.5-flash-lite,think-low,prompt_0b276d34e8,prompts/_template_unified.j2,cnf_v1,contradiction,5,4,0.8,0,0.0,3,3,1.0,2,1,0.5
cnf1_con_mixed,smoke_20251020_2224,google,gemini-2.5-pro,think-high,prompt_0b276d34e8,prompts/_template_unified.j2,cnf_v1,contradiction,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
cnf1_con_mixed,smoke_20251020_2224,openai,gpt-5-2025-08-07,think-high,prompt_0b276d34e8,prompts/_template_unified.j2,cnf_v1,contradiction,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
cnf1_con_mixed,smoke_20251020_2224,openai,gpt-5-2025-08-07,think-medium,prompt_0b276d34e8,prompts/_template_unified.j2,cnf_v1,contradiction,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
cnf1_con_mixed,smoke_20251020_2224,openai,gpt-5-mini-2025-08-07,think-low,prompt_0b276d34e8,prompts/_template_unified.j2,cnf_v1,contradiction,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
cnf1_con_mixed,smoke_20251020_2224,openai,gpt-5-nano-2025-08-07,nothink,prompt_0b276d34e8,prompts/_template_unified.j2,cnf_v1,contradiction,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
cnf1_con_mixed,validation_20251020_2235,anthropic,claude-haiku-4-5-20251001,nothink,prompt_0b276d34e8,prompts/_template_unified.j2,cnf_v1,contradiction,368,125,0.33967391304347827,218,0.592391304347826,184,74,0.40217391304347827,184,51,0.27717391304347827
cnf1_con_mixed,validation_20251020_2235,anthropic,claude-haiku-4-5-20251001,think-low,prompt_0b276d34e8,prompts/_template_unified.j2,cnf_v1,contradiction,368,118,0.32065217391304346,219,0.595108695652174,184,71,0.3858695652173913,184,47,0.2554347826086957
cnf1_con_mixed,validation_20251020_2235,anthropic,claude-haiku-4-5-20251001,think-med,prompt_0b276d34e8,prompts/_template_unified.j2,cnf_v1,contradiction,368,141,0.38315217391304346,222,0.6032608695652174,184,72,0.391304347826087,184,69,0.375
cnf1_con_mixed,validation_20251020_2235,anthropic,claude-sonnet-4-5-20250929,think-high,prompt_0b276d34e8,prompts/_template_unified.j2,cnf_v1,contradiction,368,148,0.40217391304347827,218,0.592391304347826,184,75,0.4076086956521739,184,73,0.3967391304347826
cnf1_con_mixed,validation_20251020_2235,google,gemini-2.5-flash,think-med,prompt_0b276d34e8,prompts/_template_unified.j2,cnf_v1,contradiction,367,260,0.7084468664850136,81,0.22070844686648503,184,122,0.6630434782608695,183,138,0.7540983606557377
cnf1_con_mixed,validation_20251020_2235,google,gemini-2.5-flash-lite,nothink,prompt_0b276d34e8,prompts/_template_unified.j2,cnf_v1,contradiction,368,214,0.5815217391304348,40,0.10869565217391304,184,109,0.592391304347826,184,105,0.5706521739130435
cnf1_con_mixed,validation_20251020_2235,google,gemini-2.5-flash-lite,think-low,prompt_0b276d34e8,prompts/_template_unified.j2,cnf_v1,contradiction,368,208,0.5652173913043478,62,0.16847826086956522,184,127,0.6902173913043478,184,81,0.44021739130434784
cnf1_con_mixed,validation_20251020_2235,google,gemini-2.5-pro,think-high,prompt_0b276d34e8,prompts/_template_unified.j2,cnf_v1,contradiction,367,223,0.6076294277929155,134,0.3651226158038147,184,92,0.5,183,131,0.7158469945355191
cnf1_con_mixed,validation_20251020_2235,openai,gpt-5-2025-08-07,think-high,prompt_0b276d34e8,prompts/_template_unified.j2,cnf_v1,contradiction,368,125,0.33967391304347827,243,0.6603260869565217,184,67,0.3641304347826087,184,58,0.31521739130434784
cnf1_con_mixed,validation_20251020_2235,openai,gpt-5-2025-08-07,think-medium,prompt_0b276d34e8,prompts/_template_unified.j2,cnf_v1,contradiction,368,139,0.37771739130434784,229,0.6222826086956522,184,72,0.391304347826087,184,67,0.3641304347826087
cnf1_con_mixed,validation_20251020_2235,openai,gpt-5-mini-2025-08-07,think-low,prompt_0b276d34e8,prompts/_template_unified.j2,cnf_v1,contradiction,368,131,0.35597826086956524,221,0.6005434782608695,184,75,0.4076086956521739,184,56,0.30434782608695654
cnf1_con_mixed,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,prompt_0b276d34e8,prompts/_template_unified.j2,cnf_v1,contradiction,368,65,0.1766304347826087,301,0.8179347826086957,184,31,0.16847826086956522,184,34,0.18478260869565216
cnf2_con_hornonly,config_test,anthropic,claude-haiku-4-5-20251001,nothink,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
cnf2_con_hornonly,config_test,anthropic,claude-haiku-4-5-20251001,think-low,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
cnf2_con_hornonly,config_test,anthropic,claude-opus-4-1-20250805,think-med,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
cnf2_con_hornonly,config_test,anthropic,claude-sonnet-4-5-20250929,think-high,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
cnf2_con_hornonly,config_test,google,gemini-2.5-flash,think-med,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
cnf2_con_hornonly,config_test,google,gemini-2.5-flash-lite,nothink,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,2,0.6666666666666666,0,0.0,2,2,1.0,1,0,0.0
cnf2_con_hornonly,config_test,google,gemini-2.5-flash-lite,think-low,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
cnf2_con_hornonly,config_test,google,gemini-2.5-pro,think-high,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
cnf2_con_hornonly,config_test,openai,gpt-5-2025-08-07,think-medium,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
cnf2_con_hornonly,config_test,openai,gpt-5-mini-2025-08-07,think-low,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
cnf2_con_hornonly,config_test,openai,gpt-5-nano-2025-08-07,nothink,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,1,0.3333333333333333,2,0.6666666666666666,2,0,0.0,1,1,1.0
cnf2_con_hornonly,config_test,openai,gpt-5-pro-2025-10-06,think-high,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
cnf2_con_hornonly,final_validation_test,anthropic,claude-haiku-4-5-20251001,nothink,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
cnf2_con_hornonly,final_validation_test,anthropic,claude-haiku-4-5-20251001,think-low,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
cnf2_con_hornonly,final_validation_test,anthropic,claude-opus-4-1-20250805,think-med,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
cnf2_con_hornonly,final_validation_test,anthropic,claude-sonnet-4-5-20250929,think-high,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
cnf2_con_hornonly,final_validation_test,google,gemini-2.5-flash,think-med,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
cnf2_con_hornonly,final_validation_test,google,gemini-2.5-flash-lite,nothink,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,2,0.6666666666666666,0,0.0,2,2,1.0,1,0,0.0
cnf2_con_hornonly,final_validation_test,google,gemini-2.5-flash-lite,think-low,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
cnf2_con_hornonly,final_validation_test,google,gemini-2.5-pro,think-high,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
cnf2_con_hornonly,final_validation_test,openai,gpt-5-2025-08-07,think-medium,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
cnf2_con_hornonly,final_validation_test,openai,gpt-5-mini-2025-08-07,think-low,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
cnf2_con_hornonly,final_validation_test,openai,gpt-5-nano-2025-08-07,nothink,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,2,0.6666666666666666,1,0.3333333333333333,2,2,1.0,1,0,0.0
cnf2_con_hornonly,final_validation_test,openai,gpt-5-pro-2025-10-06,think-high,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
cnf2_con_hornonly,smoke_20251020_2037,anthropic,claude-haiku-4-5-20251001,nothink,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,8,8,1.0,0,0.0,4,4,1.0,4,4,1.0
cnf2_con_hornonly,smoke_20251020_2037,anthropic,claude-haiku-4-5-20251001,think-low,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,8,8,1.0,0,0.0,4,4,1.0,4,4,1.0
cnf2_con_hornonly,smoke_20251020_2037,anthropic,claude-opus-4-1-20250805,think-med,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,8,8,1.0,0,0.0,4,4,1.0,4,4,1.0
cnf2_con_hornonly,smoke_20251020_2037,anthropic,claude-sonnet-4-5-20250929,think-high,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,8,8,1.0,0,0.0,4,4,1.0,4,4,1.0
cnf2_con_hornonly,smoke_20251020_2037,google,gemini-2.5-flash,think-med,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,8,8,1.0,0,0.0,4,4,1.0,4,4,1.0
cnf2_con_hornonly,smoke_20251020_2037,google,gemini-2.5-flash-lite,nothink,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,8,5,0.625,0,0.0,4,4,1.0,4,1,0.25
cnf2_con_hornonly,smoke_20251020_2037,google,gemini-2.5-flash-lite,think-low,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,8,6,0.75,0,0.0,4,3,0.75,4,3,0.75
cnf2_con_hornonly,smoke_20251020_2037,google,gemini-2.5-pro,think-high,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,8,8,1.0,0,0.0,4,4,1.0,4,4,1.0
cnf2_con_hornonly,smoke_20251020_2037,openai,gpt-5-2025-08-07,think-medium,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,8,8,1.0,0,0.0,4,4,1.0,4,4,1.0
cnf2_con_hornonly,smoke_20251020_2037,openai,gpt-5-mini-2025-08-07,think-low,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,8,8,1.0,0,0.0,4,4,1.0,4,4,1.0
cnf2_con_hornonly,smoke_20251020_2037,openai,gpt-5-nano-2025-08-07,nothink,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,8,2,0.25,6,0.75,4,2,0.5,4,0,0.0
cnf2_con_hornonly,smoke_20251020_2037,openai,gpt-5-pro-2025-10-06,think-high,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,8,8,1.0,0,0.0,4,4,1.0,4,4,1.0
cnf2_con_hornonly,smoke_20251020_2224,anthropic,claude-haiku-4-5-20251001,nothink,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
cnf2_con_hornonly,smoke_20251020_2224,anthropic,claude-haiku-4-5-20251001,think-low,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
cnf2_con_hornonly,smoke_20251020_2224,anthropic,claude-haiku-4-5-20251001,think-med,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
cnf2_con_hornonly,smoke_20251020_2224,anthropic,claude-sonnet-4-5-20250929,think-high,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
cnf2_con_hornonly,smoke_20251020_2224,google,gemini-2.5-flash,think-med,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
cnf2_con_hornonly,smoke_20251020_2224,google,gemini-2.5-flash-lite,nothink,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
cnf2_con_hornonly,smoke_20251020_2224,google,gemini-2.5-flash-lite,think-low,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
cnf2_con_hornonly,smoke_20251020_2224,google,gemini-2.5-pro,think-high,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
cnf2_con_hornonly,smoke_20251020_2224,openai,gpt-5-2025-08-07,think-high,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
cnf2_con_hornonly,smoke_20251020_2224,openai,gpt-5-2025-08-07,think-medium,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
cnf2_con_hornonly,smoke_20251020_2224,openai,gpt-5-mini-2025-08-07,think-low,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,5,5,1.0,0,0.0,3,3,1.0,2,2,1.0
cnf2_con_hornonly,smoke_20251020_2224,openai,gpt-5-nano-2025-08-07,nothink,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,5,0,0.0,5,1.0,3,0,0.0,2,0,0.0
cnf2_con_hornonly,validation_20251020_2235,anthropic,claude-haiku-4-5-20251001,nothink,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,272,165,0.6066176470588235,95,0.3492647058823529,136,83,0.6102941176470589,136,82,0.6029411764705882
cnf2_con_hornonly,validation_20251020_2235,anthropic,claude-haiku-4-5-20251001,think-low,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,272,154,0.5661764705882353,95,0.3492647058823529,136,87,0.6397058823529411,136,67,0.49264705882352944
cnf2_con_hornonly,validation_20251020_2235,anthropic,claude-haiku-4-5-20251001,think-med,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,272,176,0.6470588235294118,95,0.3492647058823529,136,88,0.6470588235294118,136,88,0.6470588235294118
cnf2_con_hornonly,validation_20251020_2235,anthropic,claude-sonnet-4-5-20250929,think-high,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,272,177,0.6507352941176471,95,0.3492647058823529,136,89,0.6544117647058824,136,88,0.6470588235294118
cnf2_con_hornonly,validation_20251020_2235,google,gemini-2.5-flash,think-med,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,272,216,0.7941176470588235,33,0.1213235294117647,136,98,0.7205882352941176,136,118,0.8676470588235294
cnf2_con_hornonly,validation_20251020_2235,google,gemini-2.5-flash-lite,nothink,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,272,176,0.6470588235294118,45,0.16544117647058823,136,76,0.5588235294117647,136,100,0.7352941176470589
cnf2_con_hornonly,validation_20251020_2235,google,gemini-2.5-flash-lite,think-low,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,272,134,0.49264705882352944,78,0.2867647058823529,136,69,0.5073529411764706,136,65,0.47794117647058826
cnf2_con_hornonly,validation_20251020_2235,google,gemini-2.5-pro,think-high,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,272,196,0.7205882352941176,65,0.23897058823529413,136,77,0.5661764705882353,136,119,0.875
cnf2_con_hornonly,validation_20251020_2235,openai,gpt-5-2025-08-07,think-high,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,272,180,0.6617647058823529,92,0.3382352941176471,136,90,0.6617647058823529,136,90,0.6617647058823529
cnf2_con_hornonly,validation_20251020_2235,openai,gpt-5-2025-08-07,think-medium,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,272,184,0.6764705882352942,88,0.3235294117647059,136,93,0.6838235294117647,136,91,0.6691176470588235
cnf2_con_hornonly,validation_20251020_2235,openai,gpt-5-mini-2025-08-07,think-low,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,272,180,0.6617647058823529,87,0.31985294117647056,136,90,0.6617647058823529,136,90,0.6617647058823529
cnf2_con_hornonly,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,prompt_c012d6f2e6,prompts/_template_unified.j2,cnf_v2,contradiction,272,28,0.10294117647058823,243,0.8933823529411765,136,11,0.08088235294117647,136,17,0.125
cnf2_con_mixed,config_test,anthropic,claude-haiku-4-5-20251001,nothink,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
cnf2_con_mixed,config_test,anthropic,claude-haiku-4-5-20251001,think-low,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
cnf2_con_mixed,config_test,anthropic,claude-opus-4-1-20250805,think-med,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
cnf2_con_mixed,config_test,anthropic,claude-sonnet-4-5-20250929,think-high,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
cnf2_con_mixed,config_test,google,gemini-2.5-flash,think-med,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
cnf2_con_mixed,config_test,google,gemini-2.5-flash-lite,nothink,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,2,0.6666666666666666,0,0.0,2,2,1.0,1,0,0.0
cnf2_con_mixed,config_test,google,gemini-2.5-flash-lite,think-low,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
cnf2_con_mixed,config_test,google,gemini-2.5-pro,think-high,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
cnf2_con_mixed,config_test,openai,gpt-5-2025-08-07,think-medium,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
cnf2_con_mixed,config_test,openai,gpt-5-mini-2025-08-07,think-low,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
cnf2_con_mixed,config_test,openai,gpt-5-nano-2025-08-07,nothink,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,1,0.3333333333333333,2,0.6666666666666666,2,0,0.0,1,1,1.0
cnf2_con_mixed,config_test,openai,gpt-5-pro-2025-10-06,think-high,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
cnf2_con_mixed,final_validation_test,anthropic,claude-haiku-4-5-20251001,nothink,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
cnf2_con_mixed,final_validation_test,anthropic,claude-haiku-4-5-20251001,think-low,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
cnf2_con_mixed,final_validation_test,anthropic,claude-opus-4-1-20250805,think-med,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
cnf2_con_mixed,final_validation_test,anthropic,claude-sonnet-4-5-20250929,think-high,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
cnf2_con_mixed,final_validation_test,google,gemini-2.5-flash,think-med,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
cnf2_con_mixed,final_validation_test,google,gemini-2.5-flash-lite,nothink,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,2,0.6666666666666666,0,0.0,2,2,1.0,1,0,0.0
cnf2_con_mixed,final_validation_test,google,gemini-2.5-flash-lite,think-low,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
cnf2_con_mixed,final_validation_test,google,gemini-2.5-pro,think-high,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
cnf2_con_mixed,final_validation_test,openai,gpt-5-2025-08-07,think-medium,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
cnf2_con_mixed,final_validation_test,openai,gpt-5-mini-2025-08-07,think-low,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,1.0,0,0.0,2,2,1.0,1,1,1.0
cnf2_con_mixed,final_validation_test,openai,gpt-5-nano-2025-08-07,nothink,prompt_2e9c5ccddf,prompts/_template_unified.j2,cnf_v2,contradiction,3,1,0.3333333333333333,2,0.6666666666666666,2,0,0.0,1,1,1.0
