experiment,run_id,provider,model,thinking_mode,results_relpath,provenance_relpath,summary_relpath,prompt_template,prompt_style,parse_family,results_rows,provenance_rows,joined_rows,results_only_rows,provenance_only_rows,provenance_error_rows,provenance_full_text_empty_rows
cnf1_con_mixed,smoke_20251020_2224,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_mixed/smoke_20251020_2224/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,cnf1_con_mixed/smoke_20251020_2224/openai/gpt-5-nano-2025-08-07/nothink/results.provenance.jsonl,cnf1_con_mixed/smoke_20251020_2224/openai/gpt-5-nano-2025-08-07/nothink/results.summary.json,prompts/_template_unified.j2,cnf_v1,contradiction,5,5,5,0,0,0,0
cnf1_con_mixed,validation_20251020_2235,anthropic,claude-haiku-4-5-20251001,nothink,cnf1_con_mixed/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,cnf1_con_mixed/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/nothink/results.provenance.jsonl,,prompts/_template_unified.j2,cnf_v1,contradiction,368,368,368,0,0,218,218
cnf1_con_mixed,validation_20251020_2235,anthropic,claude-haiku-4-5-20251001,think-low,cnf1_con_mixed/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,cnf1_con_mixed/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/think-low/results.provenance.jsonl,,prompts/_template_unified.j2,cnf_v1,contradiction,368,368,368,0,0,218,219
cnf1_con_mixed,validation_20251020_2235,anthropic,claude-haiku-4-5-20251001,think-med,cnf1_con_mixed/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/think-med/results.jsonl,cnf1_con_mixed/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/think-med/results.provenance.jsonl,,prompts/_template_unified.j2,cnf_v1,contradiction,368,368,368,0,0,218,222
cnf1_con_mixed,validation_20251020_2235,anthropic,claude-sonnet-4-5-20250929,think-high,cnf1_con_mixed/validation_20251020_2235/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,cnf1_con_mixed/validation_20251020_2235/anthropic/claude-sonnet-4-5-20250929/think-high/results.provenance.jsonl,,prompts/_template_unified.j2,cnf_v1,contradiction,368,368,368,0,0,218,218
cnf1_con_mixed,validation_20251020_2235,google,gemini-2.5-flash,think-med,cnf1_con_mixed/validation_20251020_2235/google/gemini-2.5-flash/think-med/results.jsonl,cnf1_con_mixed/validation_20251020_2235/google/gemini-2.5-flash/think-med/results.provenance.jsonl,,prompts/_template_unified.j2,cnf_v1,contradiction,367,367,367,0,0,2,2
cnf1_con_mixed,validation_20251020_2235,google,gemini-2.5-flash-lite,nothink,cnf1_con_mixed/validation_20251020_2235/google/gemini-2.5-flash-lite/nothink/results.jsonl,cnf1_con_mixed/validation_20251020_2235/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,,prompts/_template_unified.j2,cnf_v1,contradiction,368,368,368,0,0,0,0
cnf1_con_mixed,validation_20251020_2235,google,gemini-2.5-flash-lite,think-low,cnf1_con_mixed/validation_20251020_2235/google/gemini-2.5-flash-lite/think-low/results.jsonl,cnf1_con_mixed/validation_20251020_2235/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,,prompts/_template_unified.j2,cnf_v1,contradiction,368,368,368,0,0,0,0
cnf1_con_mixed,validation_20251020_2235,google,gemini-2.5-pro,think-high,cnf1_con_mixed/validation_20251020_2235/google/gemini-2.5-pro/think-high/results.jsonl,cnf1_con_mixed/validation_20251020_2235/google/gemini-2.5-pro/think-high/results.provenance.jsonl,,prompts/_template_unified.j2,cnf_v1,contradiction,367,367,367,0,0,134,134
cnf1_con_mixed,validation_20251020_2235,openai,gpt-5-2025-08-07,think-high,cnf1_con_mixed/validation_20251020_2235/openai/gpt-5-2025-08-07/think-high/results.jsonl,cnf1_con_mixed/validation_20251020_2235/openai/gpt-5-2025-08-07/think-high/results.provenance.jsonl,,prompts/_template_unified.j2,cnf_v1,contradiction,368,368,368,0,0,243,243
cnf1_con_mixed,validation_20251020_2235,openai,gpt-5-2025-08-07,think-medium,cnf1_con_mixed/validation_20251020_2235/openai/gpt-5-2025-08-07/think-medium/results.jsonl,cnf1_con_mixed/validation_20251020_2235/openai/gpt-5-2025-08-07/think-medium/results.provenance.jsonl,,prompts/_template_unified.j2,cnf_v1,contradiction,368,368,368,0,0,229,229
cnf1_con_mixed,validation_20251020_2235,openai,gpt-5-mini-2025-08-07,think-low,cnf1_con_mixed/validation_20251020_2235/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,cnf1_con_mixed/validation_20251020_2235/openai/gpt-5-mini-2025-08-07/think-low/results.provenance.jsonl,,prompts/_template_unified.j2,cnf_v1,contradiction,368,368,368,0,0,216,216
cnf1_con_mixed,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_mixed/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,cnf1_con_mixed/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.provenance.jsonl,,prompts/_template_unified.j2,cnf_v1,contradiction,368,368,368,0,0,216,216
cnf2_con_hornonly,config_test,anthropic,claude-haiku-4-5-20251001,nothink,cnf2_con_hornonly/config_test/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,cnf2_con_hornonly/config_test/anthropic/claude-haiku-4-5-20251001/nothink/results.provenance.jsonl,cnf2_con_hornonly/config_test/anthropic/claude-haiku-4-5-20251001/nothink/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,3,0,0,0,0
cnf2_con_hornonly,config_test,anthropic,claude-haiku-4-5-20251001,think-low,cnf2_con_hornonly/config_test/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,cnf2_con_hornonly/config_test/anthropic/claude-haiku-4-5-20251001/think-low/results.provenance.jsonl,cnf2_con_hornonly/config_test/anthropic/claude-haiku-4-5-20251001/think-low/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,3,0,0,0,0
cnf2_con_hornonly,config_test,anthropic,claude-opus-4-1-20250805,think-med,cnf2_con_hornonly/config_test/anthropic/claude-opus-4-1-20250805/think-med/results.jsonl,cnf2_con_hornonly/config_test/anthropic/claude-opus-4-1-20250805/think-med/results.provenance.jsonl,cnf2_con_hornonly/config_test/anthropic/claude-opus-4-1-20250805/think-med/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,3,0,0,0,0
cnf2_con_hornonly,config_test,anthropic,claude-sonnet-4-5-20250929,think-high,cnf2_con_hornonly/config_test/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,cnf2_con_hornonly/config_test/anthropic/claude-sonnet-4-5-20250929/think-high/results.provenance.jsonl,cnf2_con_hornonly/config_test/anthropic/claude-sonnet-4-5-20250929/think-high/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,3,0,0,0,0
cnf2_con_hornonly,config_test,google,gemini-2.5-flash,think-med,cnf2_con_hornonly/config_test/google/gemini-2.5-flash/think-med/results.jsonl,cnf2_con_hornonly/config_test/google/gemini-2.5-flash/think-med/results.provenance.jsonl,cnf2_con_hornonly/config_test/google/gemini-2.5-flash/think-med/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,3,0,0,0,0
cnf2_con_hornonly,config_test,google,gemini-2.5-flash-lite,nothink,cnf2_con_hornonly/config_test/google/gemini-2.5-flash-lite/nothink/results.jsonl,cnf2_con_hornonly/config_test/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,cnf2_con_hornonly/config_test/google/gemini-2.5-flash-lite/nothink/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,3,0,0,0,0
cnf2_con_hornonly,config_test,google,gemini-2.5-flash-lite,think-low,cnf2_con_hornonly/config_test/google/gemini-2.5-flash-lite/think-low/results.jsonl,cnf2_con_hornonly/config_test/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,cnf2_con_hornonly/config_test/google/gemini-2.5-flash-lite/think-low/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,3,0,0,0,0
cnf2_con_hornonly,config_test,google,gemini-2.5-pro,think-high,cnf2_con_hornonly/config_test/google/gemini-2.5-pro/think-high/results.jsonl,cnf2_con_hornonly/config_test/google/gemini-2.5-pro/think-high/results.provenance.jsonl,cnf2_con_hornonly/config_test/google/gemini-2.5-pro/think-high/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,3,0,0,0,0
cnf2_con_hornonly,config_test,openai,gpt-5-2025-08-07,think-medium,cnf2_con_hornonly/config_test/openai/gpt-5-2025-08-07/think-medium/results.jsonl,cnf2_con_hornonly/config_test/openai/gpt-5-2025-08-07/think-medium/results.provenance.jsonl,cnf2_con_hornonly/config_test/openai/gpt-5-2025-08-07/think-medium/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,3,0,0,0,0
cnf2_con_hornonly,config_test,openai,gpt-5-mini-2025-08-07,think-low,cnf2_con_hornonly/config_test/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,cnf2_con_hornonly/config_test/openai/gpt-5-mini-2025-08-07/think-low/results.provenance.jsonl,cnf2_con_hornonly/config_test/openai/gpt-5-mini-2025-08-07/think-low/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,3,0,0,0,0
cnf2_con_hornonly,config_test,openai,gpt-5-nano-2025-08-07,nothink,cnf2_con_hornonly/config_test/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,cnf2_con_hornonly/config_test/openai/gpt-5-nano-2025-08-07/nothink/results.provenance.jsonl,cnf2_con_hornonly/config_test/openai/gpt-5-nano-2025-08-07/nothink/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,3,0,0,0,0
cnf2_con_hornonly,config_test,openai,gpt-5-pro-2025-10-06,think-high,cnf2_con_hornonly/config_test/openai/gpt-5-pro-2025-10-06/think-high/results.jsonl,cnf2_con_hornonly/config_test/openai/gpt-5-pro-2025-10-06/think-high/results.provenance.jsonl,cnf2_con_hornonly/config_test/openai/gpt-5-pro-2025-10-06/think-high/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,3,0,0,0,0
cnf2_con_hornonly,final_validation_test,anthropic,claude-haiku-4-5-20251001,nothink,cnf2_con_hornonly/final_validation_test/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,cnf2_con_hornonly/final_validation_test/anthropic/claude-haiku-4-5-20251001/nothink/results.provenance.jsonl,cnf2_con_hornonly/final_validation_test/anthropic/claude-haiku-4-5-20251001/nothink/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,3,0,0,0,0
cnf2_con_hornonly,final_validation_test,anthropic,claude-haiku-4-5-20251001,think-low,cnf2_con_hornonly/final_validation_test/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,cnf2_con_hornonly/final_validation_test/anthropic/claude-haiku-4-5-20251001/think-low/results.provenance.jsonl,cnf2_con_hornonly/final_validation_test/anthropic/claude-haiku-4-5-20251001/think-low/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,3,0,0,0,0
cnf2_con_hornonly,final_validation_test,anthropic,claude-opus-4-1-20250805,think-med,cnf2_con_hornonly/final_validation_test/anthropic/claude-opus-4-1-20250805/think-med/results.jsonl,cnf2_con_hornonly/final_validation_test/anthropic/claude-opus-4-1-20250805/think-med/results.provenance.jsonl,cnf2_con_hornonly/final_validation_test/anthropic/claude-opus-4-1-20250805/think-med/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,3,0,0,0,0
cnf2_con_hornonly,final_validation_test,anthropic,claude-sonnet-4-5-20250929,think-high,cnf2_con_hornonly/final_validation_test/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,cnf2_con_hornonly/final_validation_test/anthropic/claude-sonnet-4-5-20250929/think-high/results.provenance.jsonl,cnf2_con_hornonly/final_validation_test/anthropic/claude-sonnet-4-5-20250929/think-high/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,3,0,0,0,0
cnf2_con_hornonly,final_validation_test,google,gemini-2.5-flash,think-med,cnf2_con_hornonly/final_validation_test/google/gemini-2.5-flash/think-med/results.jsonl,cnf2_con_hornonly/final_validation_test/google/gemini-2.5-flash/think-med/results.provenance.jsonl,cnf2_con_hornonly/final_validation_test/google/gemini-2.5-flash/think-med/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,3,0,0,0,0
cnf2_con_hornonly,final_validation_test,google,gemini-2.5-flash-lite,nothink,cnf2_con_hornonly/final_validation_test/google/gemini-2.5-flash-lite/nothink/results.jsonl,cnf2_con_hornonly/final_validation_test/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,cnf2_con_hornonly/final_validation_test/google/gemini-2.5-flash-lite/nothink/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,3,0,0,0,0
cnf2_con_hornonly,final_validation_test,google,gemini-2.5-flash-lite,think-low,cnf2_con_hornonly/final_validation_test/google/gemini-2.5-flash-lite/think-low/results.jsonl,cnf2_con_hornonly/final_validation_test/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,cnf2_con_hornonly/final_validation_test/google/gemini-2.5-flash-lite/think-low/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,3,0,0,0,0
cnf2_con_hornonly,final_validation_test,google,gemini-2.5-pro,think-high,cnf2_con_hornonly/final_validation_test/google/gemini-2.5-pro/think-high/results.jsonl,cnf2_con_hornonly/final_validation_test/google/gemini-2.5-pro/think-high/results.provenance.jsonl,cnf2_con_hornonly/final_validation_test/google/gemini-2.5-pro/think-high/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,3,0,0,0,0
cnf2_con_hornonly,final_validation_test,openai,gpt-5-2025-08-07,think-medium,cnf2_con_hornonly/final_validation_test/openai/gpt-5-2025-08-07/think-medium/results.jsonl,cnf2_con_hornonly/final_validation_test/openai/gpt-5-2025-08-07/think-medium/results.provenance.jsonl,cnf2_con_hornonly/final_validation_test/openai/gpt-5-2025-08-07/think-medium/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,3,0,0,0,0
cnf2_con_hornonly,final_validation_test,openai,gpt-5-mini-2025-08-07,think-low,cnf2_con_hornonly/final_validation_test/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,cnf2_con_hornonly/final_validation_test/openai/gpt-5-mini-2025-08-07/think-low/results.provenance.jsonl,cnf2_con_hornonly/final_validation_test/openai/gpt-5-mini-2025-08-07/think-low/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,3,0,0,0,0
cnf2_con_hornonly,final_validation_test,openai,gpt-5-nano-2025-08-07,nothink,cnf2_con_hornonly/final_validation_test/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,cnf2_con_hornonly/final_validation_test/openai/gpt-5-nano-2025-08-07/nothink/results.provenance.jsonl,cnf2_con_hornonly/final_validation_test/openai/gpt-5-nano-2025-08-07/nothink/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,3,0,0,0,0
cnf2_con_hornonly,final_validation_test,openai,gpt-5-pro-2025-10-06,think-high,cnf2_con_hornonly/final_validation_test/openai/gpt-5-pro-2025-10-06/think-high/results.jsonl,cnf2_con_hornonly/final_validation_test/openai/gpt-5-pro-2025-10-06/think-high/results.provenance.jsonl,cnf2_con_hornonly/final_validation_test/openai/gpt-5-pro-2025-10-06/think-high/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,3,3,3,0,0,0,0
cnf2_con_hornonly,smoke_20251020_2037,anthropic,claude-haiku-4-5-20251001,nothink,cnf2_con_hornonly/smoke_20251020_2037/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,cnf2_con_hornonly/smoke_20251020_2037/anthropic/claude-haiku-4-5-20251001/nothink/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2037/anthropic/claude-haiku-4-5-20251001/nothink/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,8,8,8,0,0,0,0
cnf2_con_hornonly,smoke_20251020_2037,anthropic,claude-haiku-4-5-20251001,think-low,cnf2_con_hornonly/smoke_20251020_2037/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,cnf2_con_hornonly/smoke_20251020_2037/anthropic/claude-haiku-4-5-20251001/think-low/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2037/anthropic/claude-haiku-4-5-20251001/think-low/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,8,8,8,0,0,0,0
cnf2_con_hornonly,smoke_20251020_2037,anthropic,claude-opus-4-1-20250805,think-med,cnf2_con_hornonly/smoke_20251020_2037/anthropic/claude-opus-4-1-20250805/think-med/results.jsonl,cnf2_con_hornonly/smoke_20251020_2037/anthropic/claude-opus-4-1-20250805/think-med/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2037/anthropic/claude-opus-4-1-20250805/think-med/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,8,8,8,0,0,0,0
cnf2_con_hornonly,smoke_20251020_2037,anthropic,claude-sonnet-4-5-20250929,think-high,cnf2_con_hornonly/smoke_20251020_2037/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,cnf2_con_hornonly/smoke_20251020_2037/anthropic/claude-sonnet-4-5-20250929/think-high/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2037/anthropic/claude-sonnet-4-5-20250929/think-high/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,8,8,8,0,0,0,0
cnf2_con_hornonly,smoke_20251020_2037,google,gemini-2.5-flash,think-med,cnf2_con_hornonly/smoke_20251020_2037/google/gemini-2.5-flash/think-med/results.jsonl,cnf2_con_hornonly/smoke_20251020_2037/google/gemini-2.5-flash/think-med/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2037/google/gemini-2.5-flash/think-med/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,8,8,8,0,0,0,0
cnf2_con_hornonly,smoke_20251020_2037,google,gemini-2.5-flash-lite,nothink,cnf2_con_hornonly/smoke_20251020_2037/google/gemini-2.5-flash-lite/nothink/results.jsonl,cnf2_con_hornonly/smoke_20251020_2037/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2037/google/gemini-2.5-flash-lite/nothink/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,8,8,8,0,0,0,0
cnf2_con_hornonly,smoke_20251020_2037,google,gemini-2.5-flash-lite,think-low,cnf2_con_hornonly/smoke_20251020_2037/google/gemini-2.5-flash-lite/think-low/results.jsonl,cnf2_con_hornonly/smoke_20251020_2037/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2037/google/gemini-2.5-flash-lite/think-low/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,8,8,8,0,0,0,0
cnf2_con_hornonly,smoke_20251020_2037,google,gemini-2.5-pro,think-high,cnf2_con_hornonly/smoke_20251020_2037/google/gemini-2.5-pro/think-high/results.jsonl,cnf2_con_hornonly/smoke_20251020_2037/google/gemini-2.5-pro/think-high/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2037/google/gemini-2.5-pro/think-high/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,8,8,8,0,0,0,0
cnf2_con_hornonly,smoke_20251020_2037,openai,gpt-5-2025-08-07,think-medium,cnf2_con_hornonly/smoke_20251020_2037/openai/gpt-5-2025-08-07/think-medium/results.jsonl,cnf2_con_hornonly/smoke_20251020_2037/openai/gpt-5-2025-08-07/think-medium/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2037/openai/gpt-5-2025-08-07/think-medium/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,8,8,8,0,0,0,0
cnf2_con_hornonly,smoke_20251020_2037,openai,gpt-5-mini-2025-08-07,think-low,cnf2_con_hornonly/smoke_20251020_2037/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,cnf2_con_hornonly/smoke_20251020_2037/openai/gpt-5-mini-2025-08-07/think-low/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2037/openai/gpt-5-mini-2025-08-07/think-low/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,8,8,8,0,0,0,0
cnf2_con_hornonly,smoke_20251020_2037,openai,gpt-5-nano-2025-08-07,nothink,cnf2_con_hornonly/smoke_20251020_2037/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,cnf2_con_hornonly/smoke_20251020_2037/openai/gpt-5-nano-2025-08-07/nothink/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2037/openai/gpt-5-nano-2025-08-07/nothink/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,8,8,8,0,0,0,0
cnf2_con_hornonly,smoke_20251020_2037,openai,gpt-5-pro-2025-10-06,think-high,cnf2_con_hornonly/smoke_20251020_2037/openai/gpt-5-pro-2025-10-06/think-high/results.jsonl,cnf2_con_hornonly/smoke_20251020_2037/openai/gpt-5-pro-2025-10-06/think-high/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2037/openai/gpt-5-pro-2025-10-06/think-high/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,8,8,8,0,0,0,0
cnf2_con_hornonly,smoke_20251020_2224,anthropic,claude-haiku-4-5-20251001,nothink,cnf2_con_hornonly/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,cnf2_con_hornonly/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/nothink/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/nothink/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,5,5,5,0,0,0,0
cnf2_con_hornonly,smoke_20251020_2224,anthropic,claude-haiku-4-5-20251001,think-low,cnf2_con_hornonly/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,cnf2_con_hornonly/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/think-low/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/think-low/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,5,5,5,0,0,0,0
cnf2_con_hornonly,smoke_20251020_2224,anthropic,claude-haiku-4-5-20251001,think-med,cnf2_con_hornonly/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/think-med/results.jsonl,cnf2_con_hornonly/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/think-med/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/think-med/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,5,5,5,0,0,0,0
cnf2_con_hornonly,smoke_20251020_2224,anthropic,claude-sonnet-4-5-20250929,think-high,cnf2_con_hornonly/smoke_20251020_2224/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,cnf2_con_hornonly/smoke_20251020_2224/anthropic/claude-sonnet-4-5-20250929/think-high/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2224/anthropic/claude-sonnet-4-5-20250929/think-high/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,5,5,5,0,0,0,0
cnf2_con_hornonly,smoke_20251020_2224,google,gemini-2.5-flash,think-med,cnf2_con_hornonly/smoke_20251020_2224/google/gemini-2.5-flash/think-med/results.jsonl,cnf2_con_hornonly/smoke_20251020_2224/google/gemini-2.5-flash/think-med/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2224/google/gemini-2.5-flash/think-med/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,5,5,5,0,0,0,0
cnf2_con_hornonly,smoke_20251020_2224,google,gemini-2.5-flash-lite,nothink,cnf2_con_hornonly/smoke_20251020_2224/google/gemini-2.5-flash-lite/nothink/results.jsonl,cnf2_con_hornonly/smoke_20251020_2224/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2224/google/gemini-2.5-flash-lite/nothink/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,5,5,5,0,0,0,0
cnf2_con_hornonly,smoke_20251020_2224,google,gemini-2.5-flash-lite,think-low,cnf2_con_hornonly/smoke_20251020_2224/google/gemini-2.5-flash-lite/think-low/results.jsonl,cnf2_con_hornonly/smoke_20251020_2224/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2224/google/gemini-2.5-flash-lite/think-low/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,5,5,5,0,0,0,0
cnf2_con_hornonly,smoke_20251020_2224,google,gemini-2.5-pro,think-high,cnf2_con_hornonly/smoke_20251020_2224/google/gemini-2.5-pro/think-high/results.jsonl,cnf2_con_hornonly/smoke_20251020_2224/google/gemini-2.5-pro/think-high/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2224/google/gemini-2.5-pro/think-high/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,5,5,5,0,0,0,0
cnf2_con_hornonly,smoke_20251020_2224,openai,gpt-5-2025-08-07,think-high,cnf2_con_hornonly/smoke_20251020_2224/openai/gpt-5-2025-08-07/think-high/results.jsonl,cnf2_con_hornonly/smoke_20251020_2224/openai/gpt-5-2025-08-07/think-high/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2224/openai/gpt-5-2025-08-07/think-high/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,5,5,5,0,0,0,0
cnf2_con_hornonly,smoke_20251020_2224,openai,gpt-5-2025-08-07,think-medium,cnf2_con_hornonly/smoke_20251020_2224/openai/gpt-5-2025-08-07/think-medium/results.jsonl,cnf2_con_hornonly/smoke_20251020_2224/openai/gpt-5-2025-08-07/think-medium/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2224/openai/gpt-5-2025-08-07/think-medium/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,5,5,5,0,0,0,0
cnf2_con_hornonly,smoke_20251020_2224,openai,gpt-5-mini-2025-08-07,think-low,cnf2_con_hornonly/smoke_20251020_2224/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,cnf2_con_hornonly/smoke_20251020_2224/openai/gpt-5-mini-2025-08-07/think-low/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2224/openai/gpt-5-mini-2025-08-07/think-low/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,5,5,5,0,0,0,0
cnf2_con_hornonly,smoke_20251020_2224,openai,gpt-5-nano-2025-08-07,nothink,cnf2_con_hornonly/smoke_20251020_2224/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,cnf2_con_hornonly/smoke_20251020_2224/openai/gpt-5-nano-2025-08-07/nothink/results.provenance.jsonl,cnf2_con_hornonly/smoke_20251020_2224/openai/gpt-5-nano-2025-08-07/nothink/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,5,5,5,0,0,0,0
cnf2_con_hornonly,validation_20251020_2235,anthropic,claude-haiku-4-5-20251001,nothink,cnf2_con_hornonly/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,cnf2_con_hornonly/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/nothink/results.provenance.jsonl,cnf2_con_hornonly/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/nothink/results.summary.json,prompts/_template_unified.j2,cnf_v2,contradiction,272,272,272,0,0,95,95
