provider,model,thinking_mode,prompt_id,prompt_style,parse_family,prompt_template,horn,total,correct,accuracy,unclear,unclear_rate,sat_total,sat_correct,sat_accuracy,unsat_total,unsat_correct,unsat_accuracy
google,gemini-2.5-pro,think-high,prompt_c1b2be97aa,horn_if_then,yes_no,prompts/_template_unified.j2,0,2,0,0.000,2,1.000,1,0,0.000,1,0,0.000
google,gemini-2.5-pro,think-high,prompt_c1b2be97aa,horn_if_then,yes_no,prompts/_template_unified.j2,1,306,301,0.984,5,0.016,156,151,0.968,150,150,1.000
openai,gpt-5-2025-08-07,,prompt_83b02d3a05,cnf_v1,contradiction,prompts/exp1_cnf_v1_contradiction.j2,1,5,5,1.000,0,0.000,3,3,1.000,2,2,1.000
openai,gpt-5-2025-08-07,,prompt_c6875730a1,horn_if_then,yes_no,prompts/exp6_horn_yesno.j2,1,520,434,0.835,86,0.165,260,175,0.673,260,259,0.996
openai,gpt-5-2025-08-07,think-high,prompt_0b276d34e8,cnf_v1,contradiction,prompts/_template_unified.j2,0,185,50,0.270,135,0.730,93,30,0.323,92,20,0.217
openai,gpt-5-2025-08-07,think-high,prompt_0b276d34e8,cnf_v1,contradiction,prompts/_template_unified.j2,1,465,248,0.533,217,0.467,233,123,0.528,232,125,0.539
openai,gpt-5-2025-08-07,think-high,prompt_62ba908560,horn_if_then,yes_no,prompts/_template_unified.j2,0,189,38,0.201,138,0.730,95,29,0.305,94,9,0.096
openai,gpt-5-2025-08-07,think-high,prompt_62ba908560,horn_if_then,yes_no,prompts/_template_unified.j2,1,193,76,0.394,117,0.606,97,38,0.392,96,38,0.396
openai,gpt-5-2025-08-07,think-high,prompt_7b28aa32dc,horn_if_then,yes_no,prompts/_template_unified.j2,1,277,274,0.989,3,0.011,139,136,0.978,138,138,1.000
openai,gpt-5-2025-08-07,think-high,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,0,193,54,0.280,139,0.720,97,31,0.320,96,23,0.240
openai,gpt-5-2025-08-07,think-high,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,1,473,269,0.569,204,0.431,237,135,0.570,236,134,0.568
openai,gpt-5-2025-08-07,think-medium,prompt_0b276d34e8,cnf_v1,contradiction,prompts/_template_unified.j2,0,185,64,0.346,121,0.654,93,35,0.376,92,29,0.315
openai,gpt-5-2025-08-07,think-medium,prompt_0b276d34e8,cnf_v1,contradiction,prompts/_template_unified.j2,1,465,253,0.544,212,0.456,233,127,0.545,232,126,0.543
openai,gpt-5-2025-08-07,think-medium,prompt_21889a86a3,cnf_v1,contradiction,prompts/_template_unified.j2,0,4,4,1.000,0,0.000,2,2,1.000,2,2,1.000
openai,gpt-5-2025-08-07,think-medium,prompt_21889a86a3,cnf_v1,contradiction,prompts/_template_unified.j2,1,29,29,1.000,0,0.000,17,17,1.000,12,12,1.000
openai,gpt-5-2025-08-07,think-medium,prompt_2376d1fca7,horn_if_then,yes_no,prompts/_template_unified.j2,0,4,4,1.000,0,0.000,2,2,1.000,2,2,1.000
openai,gpt-5-2025-08-07,think-medium,prompt_2376d1fca7,horn_if_then,yes_no,prompts/_template_unified.j2,1,4,4,1.000,0,0.000,2,2,1.000,2,2,1.000
openai,gpt-5-2025-08-07,think-medium,prompt_2e9c5ccddf,cnf_v2,contradiction,prompts/_template_unified.j2,0,4,4,1.000,0,0.000,2,2,1.000,2,2,1.000
openai,gpt-5-2025-08-07,think-medium,prompt_2e9c5ccddf,cnf_v2,contradiction,prompts/_template_unified.j2,1,24,24,1.000,0,0.000,14,14,1.000,10,10,1.000
openai,gpt-5-2025-08-07,think-medium,prompt_62ba908560,horn_if_then,yes_no,prompts/_template_unified.j2,0,189,48,0.254,123,0.651,95,34,0.358,94,14,0.149
openai,gpt-5-2025-08-07,think-medium,prompt_62ba908560,horn_if_then,yes_no,prompts/_template_unified.j2,1,193,76,0.394,117,0.606,97,38,0.392,96,38,0.396
openai,gpt-5-2025-08-07,think-medium,prompt_73ecab0579,horn_if_then,yes_no,,1,3,0,0.000,3,1.000,2,0,0.000,1,0,0.000
openai,gpt-5-2025-08-07,think-medium,prompt_7b28aa32dc,horn_if_then,yes_no,prompts/_template_unified.j2,1,277,277,1.000,0,0.000,139,139,1.000,138,138,1.000
openai,gpt-5-2025-08-07,think-medium,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,0,193,64,0.332,126,0.653,97,35,0.361,96,29,0.302
openai,gpt-5-2025-08-07,think-medium,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,1,473,273,0.577,200,0.423,237,138,0.582,236,135,0.572
openai,gpt-5-2025-08-07,think-medium,prompt_c1b2be97aa,horn_if_then,yes_no,prompts/_template_unified.j2,0,2,0,0.000,2,1.000,1,0,0.000,1,0,0.000
openai,gpt-5-2025-08-07,think-medium,prompt_c1b2be97aa,horn_if_then,yes_no,prompts/_template_unified.j2,1,306,306,1.000,0,0.000,156,156,1.000,150,150,1.000
openai,gpt-5-mini-2025-08-07,,prompt_83b02d3a05,cnf_v1,contradiction,prompts/exp1_cnf_v1_contradiction.j2,1,5,2,0.400,3,0.600,3,0,0.000,2,2,1.000
openai,gpt-5-mini-2025-08-07,,prompt_c6875730a1,horn_if_then,yes_no,prompts/exp6_horn_yesno.j2,1,520,482,0.927,38,0.073,260,223,0.858,260,259,0.996
openai,gpt-5-mini-2025-08-07,think-low,prompt_0b276d34e8,cnf_v1,contradiction,prompts/_template_unified.j2,0,185,59,0.319,113,0.611,93,38,0.409,92,21,0.228
openai,gpt-5-mini-2025-08-07,think-low,prompt_0b276d34e8,cnf_v1,contradiction,prompts/_template_unified.j2,1,465,241,0.518,214,0.460,233,126,0.541,232,115,0.496
openai,gpt-5-mini-2025-08-07,think-low,prompt_21889a86a3,cnf_v1,contradiction,prompts/_template_unified.j2,0,4,4,1.000,0,0.000,2,2,1.000,2,2,1.000
openai,gpt-5-mini-2025-08-07,think-low,prompt_21889a86a3,cnf_v1,contradiction,prompts/_template_unified.j2,1,29,29,1.000,0,0.000,17,17,1.000,12,12,1.000
openai,gpt-5-mini-2025-08-07,think-low,prompt_2376d1fca7,horn_if_then,yes_no,prompts/_template_unified.j2,0,4,3,0.750,0,0.000,2,2,1.000,2,1,0.500
openai,gpt-5-mini-2025-08-07,think-low,prompt_2376d1fca7,horn_if_then,yes_no,prompts/_template_unified.j2,1,4,4,1.000,0,0.000,2,2,1.000,2,2,1.000
openai,gpt-5-mini-2025-08-07,think-low,prompt_2e9c5ccddf,cnf_v2,contradiction,prompts/_template_unified.j2,0,4,4,1.000,0,0.000,2,2,1.000,2,2,1.000
openai,gpt-5-mini-2025-08-07,think-low,prompt_2e9c5ccddf,cnf_v2,contradiction,prompts/_template_unified.j2,1,24,24,1.000,0,0.000,14,14,1.000,10,10,1.000
openai,gpt-5-mini-2025-08-07,think-low,prompt_62ba908560,horn_if_then,yes_no,prompts/_template_unified.j2,0,189,49,0.259,120,0.635,95,35,0.368,94,14,0.149
openai,gpt-5-mini-2025-08-07,think-low,prompt_62ba908560,horn_if_then,yes_no,prompts/_template_unified.j2,1,193,76,0.394,117,0.606,97,38,0.392,96,38,0.396
openai,gpt-5-mini-2025-08-07,think-low,prompt_73ecab0579,horn_if_then,yes_no,,1,3,0,0.000,3,1.000,2,0,0.000,1,0,0.000
openai,gpt-5-mini-2025-08-07,think-low,prompt_7b28aa32dc,horn_if_then,yes_no,prompts/_template_unified.j2,1,277,275,0.993,0,0.000,139,139,1.000,138,136,0.986
openai,gpt-5-mini-2025-08-07,think-low,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,0,193,62,0.321,115,0.596,97,39,0.402,96,23,0.240
openai,gpt-5-mini-2025-08-07,think-low,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,1,473,264,0.558,199,0.421,237,135,0.570,236,129,0.547
openai,gpt-5-mini-2025-08-07,think-low,prompt_c1b2be97aa,horn_if_then,yes_no,prompts/_template_unified.j2,0,2,0,0.000,2,1.000,1,0,0.000,1,0,0.000
openai,gpt-5-mini-2025-08-07,think-low,prompt_c1b2be97aa,horn_if_then,yes_no,prompts/_template_unified.j2,1,306,305,0.997,0,0.000,156,156,1.000,150,149,0.993
openai,gpt-5-nano-2025-08-07,,prompt_c6875730a1,horn_if_then,yes_no,prompts/exp6_horn_yesno.j2,1,520,421,0.810,97,0.187,260,180,0.692,260,241,0.927
openai,gpt-5-nano-2025-08-07,nothink,prompt_0b276d34e8,cnf_v1,contradiction,prompts/_template_unified.j2,0,185,23,0.124,160,0.865,93,14,0.151,92,9,0.098
openai,gpt-5-nano-2025-08-07,nothink,prompt_0b276d34e8,cnf_v1,contradiction,prompts/_template_unified.j2,1,465,124,0.267,341,0.733,233,49,0.210,232,75,0.323
openai,gpt-5-nano-2025-08-07,nothink,prompt_154dcb992a,horn_if_then,yes_no,,1,1,0,0.000,1,1.000,1,0,0.000,0,0,
openai,gpt-5-nano-2025-08-07,nothink,prompt_21889a86a3,cnf_v1,contradiction,prompts/_template_unified.j2,0,4,4,1.000,0,0.000,2,2,1.000,2,2,1.000
openai,gpt-5-nano-2025-08-07,nothink,prompt_21889a86a3,cnf_v1,contradiction,prompts/_template_unified.j2,1,29,25,0.862,4,0.138,17,13,0.765,12,12,1.000
openai,gpt-5-nano-2025-08-07,nothink,prompt_2376d1fca7,horn_if_then,yes_no,prompts/_template_unified.j2,0,4,4,1.000,0,0.000,2,2,1.000,2,2,1.000
openai,gpt-5-nano-2025-08-07,nothink,prompt_2376d1fca7,horn_if_then,yes_no,prompts/_template_unified.j2,1,4,4,1.000,0,0.000,2,2,1.000,2,2,1.000
openai,gpt-5-nano-2025-08-07,nothink,prompt_2e9c5ccddf,cnf_v2,contradiction,prompts/_template_unified.j2,0,4,4,1.000,0,0.000,2,2,1.000,2,2,1.000
openai,gpt-5-nano-2025-08-07,nothink,prompt_2e9c5ccddf,cnf_v2,contradiction,prompts/_template_unified.j2,1,24,7,0.292,17,0.708,14,4,0.286,10,3,0.300
openai,gpt-5-nano-2025-08-07,nothink,prompt_62ba908560,horn_if_then,yes_no,prompts/_template_unified.j2,0,204,21,0.103,182,0.892,103,10,0.097,101,11,0.109
openai,gpt-5-nano-2025-08-07,nothink,prompt_62ba908560,horn_if_then,yes_no,prompts/_template_unified.j2,1,214,93,0.435,119,0.556,108,46,0.426,106,47,0.443
openai,gpt-5-nano-2025-08-07,nothink,prompt_73ecab0579,horn_if_then,yes_no,,1,3,0,0.000,3,1.000,2,0,0.000,1,0,0.000
openai,gpt-5-nano-2025-08-07,nothink,prompt_7b28aa32dc,horn_if_then,yes_no,prompts/_template_unified.j2,1,398,358,0.899,39,0.098,200,179,0.895,198,179,0.904
openai,gpt-5-nano-2025-08-07,nothink,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,0,214,40,0.187,174,0.813,108,21,0.194,106,19,0.179
openai,gpt-5-nano-2025-08-07,nothink,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,1,538,55,0.102,482,0.896,270,21,0.078,268,34,0.127
openai,gpt-5-nano-2025-08-07,nothink,prompt_c1b2be97aa,horn_if_then,yes_no,prompts/_template_unified.j2,0,2,1,0.500,1,0.500,1,1,1.000,1,0,0.000
openai,gpt-5-nano-2025-08-07,nothink,prompt_c1b2be97aa,horn_if_then,yes_no,prompts/_template_unified.j2,1,306,270,0.882,36,0.118,156,135,0.865,150,135,0.900
openai,gpt-5-nano-2025-08-07,think-high,prompt_62ba908560,horn_if_then,yes_no,prompts/_template_unified.j2,0,14,7,0.500,7,0.500,7,4,0.571,7,3,0.429
openai,gpt-5-nano-2025-08-07,think-high,prompt_62ba908560,horn_if_then,yes_no,prompts/_template_unified.j2,1,22,22,1.000,0,0.000,12,12,1.000,10,10,1.000
openai,gpt-5-nano-2025-08-07,think-high,prompt_7b28aa32dc,horn_if_then,yes_no,prompts/_template_unified.j2,1,121,121,1.000,0,0.000,61,61,1.000,60,60,1.000
openai,gpt-5-nano-2025-08-07,think-high,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,0,21,19,0.905,2,0.095,11,10,0.909,10,9,0.900
openai,gpt-5-nano-2025-08-07,think-high,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,1,64,37,0.578,27,0.422,32,17,0.531,32,20,0.625
openai,gpt-5-nano-2025-08-07,think-low,prompt_62ba908560,horn_if_then,yes_no,prompts/_template_unified.j2,0,15,12,0.800,1,0.067,8,7,0.875,7,5,0.714
openai,gpt-5-nano-2025-08-07,think-low,prompt_62ba908560,horn_if_then,yes_no,prompts/_template_unified.j2,1,22,22,1.000,0,0.000,12,12,1.000,10,10,1.000
openai,gpt-5-nano-2025-08-07,think-low,prompt_7b28aa32dc,horn_if_then,yes_no,prompts/_template_unified.j2,1,121,119,0.983,0,0.000,61,60,0.984,60,59,0.983
openai,gpt-5-nano-2025-08-07,think-low,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,0,22,17,0.773,4,0.182,11,8,0.727,11,9,0.818
openai,gpt-5-nano-2025-08-07,think-low,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,1,65,15,0.231,50,0.769,33,8,0.242,32,7,0.219
openai,gpt-5-nano-2025-08-07,think-medium,prompt_62ba908560,horn_if_then,yes_no,prompts/_template_unified.j2,0,14,11,0.786,2,0.143,7,7,1.000,7,4,0.571
openai,gpt-5-nano-2025-08-07,think-medium,prompt_62ba908560,horn_if_then,yes_no,prompts/_template_unified.j2,1,22,22,1.000,0,0.000,12,12,1.000,10,10,1.000
openai,gpt-5-nano-2025-08-07,think-medium,prompt_7b28aa32dc,horn_if_then,yes_no,prompts/_template_unified.j2,1,121,121,1.000,0,0.000,61,61,1.000,60,60,1.000
openai,gpt-5-nano-2025-08-07,think-medium,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,0,21,20,0.952,1,0.048,11,10,0.909,10,10,1.000
openai,gpt-5-nano-2025-08-07,think-medium,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,1,65,18,0.277,47,0.723,33,9,0.273,32,9,0.281
openai,gpt-5-pro-2025-10-06,,prompt_83b02d3a05,cnf_v1,contradiction,prompts/exp1_cnf_v1_contradiction.j2,1,5,0,0.000,5,1.000,3,0,0.000,2,0,0.000
openai,gpt-5-pro-2025-10-06,think-high,prompt_21889a86a3,cnf_v1,contradiction,prompts/_template_unified.j2,0,4,4,1.000,0,0.000,2,2,1.000,2,2,1.000
openai,gpt-5-pro-2025-10-06,think-high,prompt_21889a86a3,cnf_v1,contradiction,prompts/_template_unified.j2,1,28,27,0.964,1,0.036,17,16,0.941,11,11,1.000
openai,gpt-5-pro-2025-10-06,think-high,prompt_2376d1fca7,horn_if_then,yes_no,prompts/_template_unified.j2,0,4,0,0.000,4,1.000,2,0,0.000,2,0,0.000
openai,gpt-5-pro-2025-10-06,think-high,prompt_2376d1fca7,horn_if_then,yes_no,prompts/_template_unified.j2,1,4,4,1.000,0,0.000,2,2,1.000,2,2,1.000
openai,gpt-5-pro-2025-10-06,think-high,prompt_2e9c5ccddf,cnf_v2,contradiction,prompts/_template_unified.j2,0,4,4,1.000,0,0.000,2,2,1.000,2,2,1.000
openai,gpt-5-pro-2025-10-06,think-high,prompt_2e9c5ccddf,cnf_v2,contradiction,prompts/_template_unified.j2,1,24,24,1.000,0,0.000,14,14,1.000,10,10,1.000
openai,gpt-5-pro-2025-10-06,think-high,prompt_73ecab0579,horn_if_then,yes_no,,1,3,0,0.000,3,1.000,2,0,0.000,1,0,0.000
openai,gpt-5-pro-2025-10-06,think-high,prompt_c1b2be97aa,horn_if_then,yes_no,prompts/_template_unified.j2,0,1,0,0.000,1,1.000,1,0,0.000,0,0,
openai,gpt-5-pro-2025-10-06,think-high,prompt_c1b2be97aa,horn_if_then,yes_no,prompts/_template_unified.j2,1,306,153,0.500,153,0.500,156,51,0.327,150,102,0.680
openai,gpt-5.2,,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,1,2,0,0.000,2,1.000,1,0,0.000,1,0,0.000
openai,gpt-5.2-pro-2025-12-11,,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,0,48,1,0.021,47,0.979,24,0,0.000,24,1,0.042
openai,gpt-5.2-pro-2025-12-11,,prompt_c012d6f2e6,cnf_v2,contradiction,prompts/_template_unified.j2,1,103,30,0.291,73,0.709,53,10,0.189,50,20,0.400
