experiment,run_id,provider,model,thinking_mode,parser_era,run_timestamp_iso,run_timestamp_source,results_relpath,provenance_relpath,summary_relpath,total_rows,correct_rows,accuracy,unclear_rows,unclear_rate,parsed_0,parsed_1,parsed_2,group_expected_total,group_missing_rows,maxvars_set,maxlen_set,horn_set,satflag_set,missing_maxvars_vs_group,missing_maxlen_vs_group,missing_horn_vs_group,missing_meta_maxvars,missing_meta_maxlen,missing_meta_horn,missing_meta_satflag,missing_parsed_answer,provenance_exists,provenance_rows,provenance_error_rows,provenance_error_rate,provenance_full_text_empty_rows,provenance_full_text_empty_rate,analysis_usable,analysis_reason,publication_usable,publication_reason
cnf1_con_mixed,smoke_20251020_2224,google,gemini-2.5-flash-lite,nothink,post-parser-enhancement,2025-10-20T19:25:52+00:00,results.summary.json,cnf1_con_mixed/smoke_20251020_2224/google/gemini-2.5-flash-lite/nothink/results.jsonl,cnf1_con_mixed/smoke_20251020_2224/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,cnf1_con_mixed/smoke_20251020_2224/google/gemini-2.5-flash-lite/nothink/results.summary.json,5,5,1.000000,0,0.000000,2,3,0,5,0,4,2,"0,1","0,1",,,,0,0,0,0,0,True,5,0,0.000000,0,0.000000,True,ok,True,ok
cnf1_con_mixed,smoke_20251020_2224,google,gemini-2.5-flash-lite,think-low,post-parser-enhancement,2025-10-20T19:25:52+00:00,results.summary.json,cnf1_con_mixed/smoke_20251020_2224/google/gemini-2.5-flash-lite/think-low/results.jsonl,cnf1_con_mixed/smoke_20251020_2224/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,cnf1_con_mixed/smoke_20251020_2224/google/gemini-2.5-flash-lite/think-low/results.summary.json,5,4,0.800000,0,0.000000,1,4,0,5,0,4,2,"0,1","0,1",,,,0,0,0,0,0,True,5,0,0.000000,0,0.000000,True,ok,True,ok
cnf1_con_mixed,smoke_20251020_2224,google,gemini-2.5-pro,think-high,post-parser-enhancement,2025-10-20T19:25:52+00:00,results.summary.json,cnf1_con_mixed/smoke_20251020_2224/google/gemini-2.5-pro/think-high/results.jsonl,cnf1_con_mixed/smoke_20251020_2224/google/gemini-2.5-pro/think-high/results.provenance.jsonl,cnf1_con_mixed/smoke_20251020_2224/google/gemini-2.5-pro/think-high/results.summary.json,5,5,1.000000,0,0.000000,2,3,0,5,0,4,2,"0,1","0,1",,,,0,0,0,0,0,True,5,0,0.000000,0,0.000000,True,ok,True,ok
cnf1_con_mixed,smoke_20251020_2224,openai,gpt-5-2025-08-07,think-high,post-parser-enhancement,2025-10-20T19:25:52+00:00,results.summary.json,cnf1_con_mixed/smoke_20251020_2224/openai/gpt-5-2025-08-07/think-high/results.jsonl,cnf1_con_mixed/smoke_20251020_2224/openai/gpt-5-2025-08-07/think-high/results.provenance.jsonl,cnf1_con_mixed/smoke_20251020_2224/openai/gpt-5-2025-08-07/think-high/results.summary.json,5,5,1.000000,0,0.000000,2,3,0,5,0,4,2,"0,1","0,1",,,,0,0,0,0,0,True,5,0,0.000000,0,0.000000,True,ok,True,ok
cnf1_con_mixed,smoke_20251020_2224,openai,gpt-5-2025-08-07,think-medium,post-parser-enhancement,2025-10-20T19:25:52+00:00,results.summary.json,cnf1_con_mixed/smoke_20251020_2224/openai/gpt-5-2025-08-07/think-medium/results.jsonl,cnf1_con_mixed/smoke_20251020_2224/openai/gpt-5-2025-08-07/think-medium/results.provenance.jsonl,cnf1_con_mixed/smoke_20251020_2224/openai/gpt-5-2025-08-07/think-medium/results.summary.json,5,5,1.000000,0,0.000000,2,3,0,5,0,4,2,"0,1","0,1",,,,0,0,0,0,0,True,5,0,0.000000,0,0.000000,True,ok,True,ok
cnf1_con_mixed,smoke_20251020_2224,openai,gpt-5-mini-2025-08-07,think-low,post-parser-enhancement,2025-10-20T19:25:52+00:00,results.summary.json,cnf1_con_mixed/smoke_20251020_2224/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,cnf1_con_mixed/smoke_20251020_2224/openai/gpt-5-mini-2025-08-07/think-low/results.provenance.jsonl,cnf1_con_mixed/smoke_20251020_2224/openai/gpt-5-mini-2025-08-07/think-low/results.summary.json,5,5,1.000000,0,0.000000,2,3,0,5,0,4,2,"0,1","0,1",,,,0,0,0,0,0,True,5,0,0.000000,0,0.000000,True,ok,True,ok
cnf1_con_mixed,smoke_20251020_2224,openai,gpt-5-nano-2025-08-07,nothink,post-parser-enhancement,2025-10-20T19:25:52+00:00,results.summary.json,cnf1_con_mixed/smoke_20251020_2224/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,cnf1_con_mixed/smoke_20251020_2224/openai/gpt-5-nano-2025-08-07/nothink/results.provenance.jsonl,cnf1_con_mixed/smoke_20251020_2224/openai/gpt-5-nano-2025-08-07/nothink/results.summary.json,5,5,1.000000,0,0.000000,2,3,0,5,0,4,2,"0,1","0,1",,,,0,0,0,0,0,True,5,0,0.000000,0,0.000000,True,ok,True,ok
cnf1_con_mixed,validation_20251020_2235,anthropic,claude-haiku-4-5-20251001,nothink,post-parser-enhancement,2025-10-20T22:35:00+00:00,run_id,cnf1_con_mixed/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,cnf1_con_mixed/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/nothink/results.provenance.jsonl,,368,111,0.301630,218,0.592391,70,80,218,368,0,"4,5,6,7,8,9,10,11,12,13,14,15","2,3,4,5","0,1","0,1",,,,0,0,0,0,0,True,368,218,0.592391,218,0.592391,True,API errors in provenance: 218/368; unclear parses: 218/368 (re-parse possible from provenance),False,unclear parses present (re-parse first): 218/368; API errors present: 218/368; empty LLM outputs present: 218/368
cnf1_con_mixed,validation_20251020_2235,anthropic,claude-haiku-4-5-20251001,think-low,post-parser-enhancement,2025-10-20T22:35:00+00:00,run_id,cnf1_con_mixed/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,cnf1_con_mixed/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/think-low/results.provenance.jsonl,,368,108,0.293478,219,0.595109,62,87,219,368,0,"4,5,6,7,8,9,10,11,12,13,14,15","2,3,4,5","0,1","0,1",,,,0,0,0,0,0,True,368,218,0.592391,219,0.595109,True,API errors in provenance: 218/368; unclear parses: 219/368 (re-parse possible from provenance),False,unclear parses present (re-parse first): 219/368; API errors present: 218/368; empty LLM outputs present: 219/368
cnf1_con_mixed,validation_20251020_2235,anthropic,claude-haiku-4-5-20251001,think-med,post-parser-enhancement,2025-10-20T22:35:00+00:00,run_id,cnf1_con_mixed/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/think-med/results.jsonl,cnf1_con_mixed/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/think-med/results.provenance.jsonl,,368,132,0.358696,222,0.603261,78,68,222,368,0,"4,5,6,7,8,9,10,11,12,13,14,15","2,3,4,5","0,1","0,1",,,,0,0,0,0,0,True,368,218,0.592391,222,0.603261,True,API errors in provenance: 218/368; unclear parses: 222/368 (re-parse possible from provenance),False,unclear parses present (re-parse first): 222/368; API errors present: 218/368; empty LLM outputs present: 222/368
cnf1_con_mixed,validation_20251020_2235,anthropic,claude-sonnet-4-5-20250929,think-high,post-parser-enhancement,2025-10-20T22:35:00+00:00,run_id,cnf1_con_mixed/validation_20251020_2235/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,cnf1_con_mixed/validation_20251020_2235/anthropic/claude-sonnet-4-5-20250929/think-high/results.provenance.jsonl,,368,141,0.383152,218,0.592391,80,70,218,368,0,"4,5,6,7,8,9,10,11,12,13,14,15","2,3,4,5","0,1","0,1",,,,0,0,0,0,0,True,368,218,0.592391,218,0.592391,True,API errors in provenance: 218/368; unclear parses: 218/368 (re-parse possible from provenance),False,unclear parses present (re-parse first): 218/368; API errors present: 218/368; empty LLM outputs present: 218/368
cnf1_con_mixed,validation_20251020_2235,google,gemini-2.5-flash,think-med,post-parser-enhancement,2025-10-20T22:35:00+00:00,run_id,cnf1_con_mixed/validation_20251020_2235/google/gemini-2.5-flash/think-med/results.jsonl,cnf1_con_mixed/validation_20251020_2235/google/gemini-2.5-flash/think-med/results.provenance.jsonl,,367,252,0.686649,87,0.237057,157,123,87,368,1,"4,5,6,7,8,9,10,11,12,13,14,15","2,3,4,5","0,1","0,1",,,,0,0,0,0,0,True,367,2,0.005450,2,0.005450,True,API errors in provenance: 2/367; unclear parses: 87/367 (re-parse possible from provenance); incomplete vs group max: missing 1/368 rows,False,incomplete vs group max: missing 1/368 rows; unclear parses present (re-parse first): 87/367; API errors present: 2/367; empty LLM outputs present: 2/367
cnf1_con_mixed,validation_20251020_2235,google,gemini-2.5-flash-lite,nothink,post-parser-enhancement,2025-10-20T22:35:00+00:00,run_id,cnf1_con_mixed/validation_20251020_2235/google/gemini-2.5-flash-lite/nothink/results.jsonl,cnf1_con_mixed/validation_20251020_2235/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,,368,209,0.567935,40,0.108696,171,157,40,368,0,"4,5,6,7,8,9,10,11,12,13,14,15","2,3,4,5","0,1","0,1",,,,0,0,0,0,0,True,368,0,0.000000,0,0.000000,True,unclear parses: 40/368 (re-parse possible from provenance),False,unclear parses present (re-parse first): 40/368
cnf1_con_mixed,validation_20251020_2235,google,gemini-2.5-flash-lite,think-low,post-parser-enhancement,2025-10-20T22:35:00+00:00,run_id,cnf1_con_mixed/validation_20251020_2235/google/gemini-2.5-flash-lite/think-low/results.jsonl,cnf1_con_mixed/validation_20251020_2235/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,,368,202,0.548913,66,0.179348,103,199,66,368,0,"4,5,6,7,8,9,10,11,12,13,14,15","2,3,4,5","0,1","0,1",,,,0,0,0,0,0,True,368,0,0.000000,0,0.000000,True,unclear parses: 66/368 (re-parse possible from provenance),False,unclear parses present (re-parse first): 66/368
cnf1_con_mixed,validation_20251020_2235,google,gemini-2.5-pro,think-high,post-parser-enhancement,2025-10-20T22:35:00+00:00,run_id,cnf1_con_mixed/validation_20251020_2235/google/gemini-2.5-pro/think-high/results.jsonl,cnf1_con_mixed/validation_20251020_2235/google/gemini-2.5-pro/think-high/results.provenance.jsonl,,367,221,0.602180,134,0.365123,142,91,134,368,1,"4,5,6,7,8,9,10,11,12,13,14,15","2,3,4,5","0,1","0,1",,,,0,0,0,0,0,True,367,134,0.365123,134,0.365123,True,API errors in provenance: 134/367; unclear parses: 134/367 (re-parse possible from provenance); incomplete vs group max: missing 1/368 rows,False,incomplete vs group max: missing 1/368 rows; unclear parses present (re-parse first): 134/367; API errors present: 134/367; empty LLM outputs present: 134/367
cnf1_con_mixed,validation_20251020_2235,openai,gpt-5-2025-08-07,think-high,post-parser-enhancement,2025-10-20T22:35:00+00:00,run_id,cnf1_con_mixed/validation_20251020_2235/openai/gpt-5-2025-08-07/think-high/results.jsonl,cnf1_con_mixed/validation_20251020_2235/openai/gpt-5-2025-08-07/think-high/results.provenance.jsonl,,368,125,0.339674,243,0.660326,58,67,243,368,0,"4,5,6,7,8,9,10,11,12,13,14,15","2,3,4,5","0,1","0,1",,,,0,0,0,0,0,True,368,243,0.660326,243,0.660326,True,API errors in provenance: 243/368; unclear parses: 243/368 (re-parse possible from provenance),False,unclear parses present (re-parse first): 243/368; API errors present: 243/368; empty LLM outputs present: 243/368
cnf1_con_mixed,validation_20251020_2235,openai,gpt-5-2025-08-07,think-medium,post-parser-enhancement,2025-10-20T22:35:00+00:00,run_id,cnf1_con_mixed/validation_20251020_2235/openai/gpt-5-2025-08-07/think-medium/results.jsonl,cnf1_con_mixed/validation_20251020_2235/openai/gpt-5-2025-08-07/think-medium/results.provenance.jsonl,,368,139,0.377717,229,0.622283,67,72,229,368,0,"4,5,6,7,8,9,10,11,12,13,14,15","2,3,4,5","0,1","0,1",,,,0,0,0,0,0,True,368,229,0.622283,229,0.622283,True,API errors in provenance: 229/368; unclear parses: 229/368 (re-parse possible from provenance),False,unclear parses present (re-parse first): 229/368; API errors present: 229/368; empty LLM outputs present: 229/368
cnf1_con_mixed,validation_20251020_2235,openai,gpt-5-mini-2025-08-07,think-low,post-parser-enhancement,2025-10-20T22:35:00+00:00,run_id,cnf1_con_mixed/validation_20251020_2235/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,cnf1_con_mixed/validation_20251020_2235/openai/gpt-5-mini-2025-08-07/think-low/results.provenance.jsonl,,368,131,0.355978,221,0.600543,56,91,221,368,0,"4,5,6,7,8,9,10,11,12,13,14,15","2,3,4,5","0,1","0,1",,,,0,0,0,0,0,True,368,216,0.586957,216,0.586957,True,API errors in provenance: 216/368; unclear parses: 221/368 (re-parse possible from provenance),False,unclear parses present (re-parse first): 221/368; API errors present: 216/368; empty LLM outputs present: 216/368
cnf1_con_mixed,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,post-parser-enhancement,2025-10-20T22:35:00+00:00,run_id,cnf1_con_mixed/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,cnf1_con_mixed/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.provenance.jsonl,,368,65,0.176630,301,0.817935,34,33,301,368,0,"4,5,6,7,8,9,10,11,12,13,14,15","2,3,4,5","0,1","0,1",,,,0,0,0,0,0,True,368,216,0.586957,216,0.586957,True,API errors in provenance: 216/368; unclear parses: 301/368 (re-parse possible from provenance),False,unclear parses present (re-parse first): 301/368; API errors present: 216/368; empty LLM outputs present: 216/368
cnf2_con_hornonly,config_test,anthropic,claude-haiku-4-5-20251001,nothink,pre-parser-enhancement,2025-10-15T23:00:32+00:00,results.summary.json,cnf2_con_hornonly/config_test/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,cnf2_con_hornonly/config_test/anthropic/claude-haiku-4-5-20251001/nothink/results.provenance.jsonl,cnf2_con_hornonly/config_test/anthropic/claude-haiku-4-5-20251001/nothink/results.summary.json,3,0,0.000000,3,1.000000,0,0,3,3,0,4,2,1,"0,1",,,,0,0,0,0,0,True,3,0,0.000000,0,0.000000,True,unclear parses: 3/3 (re-parse possible from provenance),False,unclear parses present (re-parse first): 3/3
cnf2_con_hornonly,config_test,anthropic,claude-haiku-4-5-20251001,think-low,pre-parser-enhancement,2025-10-15T23:00:32+00:00,results.summary.json,cnf2_con_hornonly/config_test/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,cnf2_con_hornonly/config_test/anthropic/claude-haiku-4-5-20251001/think-low/results.provenance.jsonl,cnf2_con_hornonly/config_test/anthropic/claude-haiku-4-5-20251001/think-low/results.summary.json,3,1,0.333333,2,0.666667,1,0,2,3,0,4,2,1,"0,1",,,,0,0,0,0,0,True,3,0,0.000000,0,0.000000,True,unclear parses: 2/3 (re-parse possible from provenance),False,unclear parses present (re-parse first): 2/3
cnf2_con_hornonly,config_test,anthropic,claude-opus-4-1-20250805,think-med,pre-parser-enhancement,2025-10-15T23:00:32+00:00,results.summary.json,cnf2_con_hornonly/config_test/anthropic/claude-opus-4-1-20250805/think-med/results.jsonl,cnf2_con_hornonly/config_test/anthropic/claude-opus-4-1-20250805/think-med/results.provenance.jsonl,cnf2_con_hornonly/config_test/anthropic/claude-opus-4-1-20250805/think-med/results.summary.json,3,0,0.000000,3,1.000000,0,0,3,3,0,4,2,1,"0,1",,,,0,0,0,0,0,True,3,0,0.000000,0,0.000000,True,unclear parses: 3/3 (re-parse possible from provenance),False,unclear parses present (re-parse first): 3/3
cnf2_con_hornonly,config_test,anthropic,claude-sonnet-4-5-20250929,think-high,pre-parser-enhancement,2025-10-15T23:00:32+00:00,results.summary.json,cnf2_con_hornonly/config_test/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,cnf2_con_hornonly/config_test/anthropic/claude-sonnet-4-5-20250929/think-high/results.provenance.jsonl,cnf2_con_hornonly/config_test/anthropic/claude-sonnet-4-5-20250929/think-high/results.summary.json,3,2,0.666667,1,0.333333,1,1,1,3,0,4,2,1,"0,1",,,,0,0,0,0,0,True,3,0,0.000000,0,0.000000,True,unclear parses: 1/3 (re-parse possible from provenance),False,unclear parses present (re-parse first): 1/3
cnf2_con_hornonly,config_test,google,gemini-2.5-flash,think-med,pre-parser-enhancement,2025-10-15T23:00:32+00:00,results.summary.json,cnf2_con_hornonly/config_test/google/gemini-2.5-flash/think-med/results.jsonl,cnf2_con_hornonly/config_test/google/gemini-2.5-flash/think-med/results.provenance.jsonl,cnf2_con_hornonly/config_test/google/gemini-2.5-flash/think-med/results.summary.json,3,3,1.000000,0,0.000000,1,2,0,3,0,4,2,1,"0,1",,,,0,0,0,0,0,True,3,0,0.000000,0,0.000000,True,ok,True,ok
cnf2_con_hornonly,config_test,google,gemini-2.5-flash-lite,nothink,pre-parser-enhancement,2025-10-15T23:00:32+00:00,results.summary.json,cnf2_con_hornonly/config_test/google/gemini-2.5-flash-lite/nothink/results.jsonl,cnf2_con_hornonly/config_test/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,cnf2_con_hornonly/config_test/google/gemini-2.5-flash-lite/nothink/results.summary.json,3,2,0.666667,0,0.000000,0,3,0,3,0,4,2,1,"0,1",,,,0,0,0,0,0,True,3,0,0.000000,0,0.000000,True,ok,True,ok
cnf2_con_hornonly,config_test,google,gemini-2.5-flash-lite,think-low,pre-parser-enhancement,2025-10-15T23:00:32+00:00,results.summary.json,cnf2_con_hornonly/config_test/google/gemini-2.5-flash-lite/think-low/results.jsonl,cnf2_con_hornonly/config_test/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,cnf2_con_hornonly/config_test/google/gemini-2.5-flash-lite/think-low/results.summary.json,3,1,0.333333,2,0.666667,1,0,2,3,0,4,2,1,"0,1",,,,0,0,0,0,0,True,3,0,0.000000,0,0.000000,True,unclear parses: 2/3 (re-parse possible from provenance),False,unclear parses present (re-parse first): 2/3
cnf2_con_hornonly,config_test,google,gemini-2.5-pro,think-high,pre-parser-enhancement,2025-10-15T23:00:32+00:00,results.summary.json,cnf2_con_hornonly/config_test/google/gemini-2.5-pro/think-high/results.jsonl,cnf2_con_hornonly/config_test/google/gemini-2.5-pro/think-high/results.provenance.jsonl,cnf2_con_hornonly/config_test/google/gemini-2.5-pro/think-high/results.summary.json,3,3,1.000000,0,0.000000,1,2,0,3,0,4,2,1,"0,1",,,,0,0,0,0,0,True,3,0,0.000000,0,0.000000,True,ok,True,ok
cnf2_con_hornonly,config_test,openai,gpt-5-2025-08-07,think-medium,pre-parser-enhancement,2025-10-15T23:00:32+00:00,results.summary.json,cnf2_con_hornonly/config_test/openai/gpt-5-2025-08-07/think-medium/results.jsonl,cnf2_con_hornonly/config_test/openai/gpt-5-2025-08-07/think-medium/results.provenance.jsonl,cnf2_con_hornonly/config_test/openai/gpt-5-2025-08-07/think-medium/results.summary.json,3,3,1.000000,0,0.000000,1,2,0,3,0,4,2,1,"0,1",,,,0,0,0,0,0,True,3,0,0.000000,0,0.000000,True,ok,True,ok
cnf2_con_hornonly,config_test,openai,gpt-5-mini-2025-08-07,think-low,pre-parser-enhancement,2025-10-15T23:00:32+00:00,results.summary.json,cnf2_con_hornonly/config_test/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,cnf2_con_hornonly/config_test/openai/gpt-5-mini-2025-08-07/think-low/results.provenance.jsonl,cnf2_con_hornonly/config_test/openai/gpt-5-mini-2025-08-07/think-low/results.summary.json,3,3,1.000000,0,0.000000,1,2,0,3,0,4,2,1,"0,1",,,,0,0,0,0,0,True,3,0,0.000000,0,0.000000,True,ok,True,ok
cnf2_con_hornonly,config_test,openai,gpt-5-nano-2025-08-07,nothink,pre-parser-enhancement,2025-10-15T23:00:32+00:00,results.summary.json,cnf2_con_hornonly/config_test/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,cnf2_con_hornonly/config_test/openai/gpt-5-nano-2025-08-07/nothink/results.provenance.jsonl,cnf2_con_hornonly/config_test/openai/gpt-5-nano-2025-08-07/nothink/results.summary.json,3,1,0.333333,2,0.666667,1,0,2,3,0,4,2,1,"0,1",,,,0,0,0,0,0,True,3,0,0.000000,0,0.000000,True,unclear parses: 2/3 (re-parse possible from provenance),False,unclear parses present (re-parse first): 2/3
cnf2_con_hornonly,config_test,openai,gpt-5-pro-2025-10-06,think-high,pre-parser-enhancement,2025-10-15T23:00:32+00:00,results.summary.json,cnf2_con_hornonly/config_test/openai/gpt-5-pro-2025-10-06/think-high/results.jsonl,cnf2_con_hornonly/config_test/openai/gpt-5-pro-2025-10-06/think-high/results.provenance.jsonl,cnf2_con_hornonly/config_test/openai/gpt-5-pro-2025-10-06/think-high/results.summary.json,3,3,1.000000,0,0.000000,1,2,0,3,0,4,2,1,"0,1",,,,0,0,0,0,0,True,3,0,0.000000,0,0.000000,True,ok,True,ok
cnf2_con_hornonly,final_validation_test,anthropic,claude-haiku-4-5-20251001,nothink,pre-parser-enhancement,2025-10-15T23:28:18+00:00,results.summary.json,cnf2_con_hornonly/final_validation_test/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,cnf2_con_hornonly/final_validation_test/anthropic/claude-haiku-4-5-20251001/nothink/results.provenance.jsonl,cnf2_con_hornonly/final_validation_test/anthropic/claude-haiku-4-5-20251001/nothink/results.summary.json,3,3,1.000000,0,0.000000,1,2,0,3,0,4,2,1,"0,1",,,,0,0,0,0,0,True,3,0,0.000000,0,0.000000,True,ok,True,ok
cnf2_con_hornonly,final_validation_test,anthropic,claude-haiku-4-5-20251001,think-low,pre-parser-enhancement,2025-10-15T23:28:18+00:00,results.summary.json,cnf2_con_hornonly/final_validation_test/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,cnf2_con_hornonly/final_validation_test/anthropic/claude-haiku-4-5-20251001/think-low/results.provenance.jsonl,cnf2_con_hornonly/final_validation_test/anthropic/claude-haiku-4-5-20251001/think-low/results.summary.json,3,3,1.000000,0,0.000000,1,2,0,3,0,4,2,1,"0,1",,,,0,0,0,0,0,True,3,0,0.000000,0,0.000000,True,ok,True,ok
cnf2_con_hornonly,final_validation_test,anthropic,claude-opus-4-1-20250805,think-med,pre-parser-enhancement,2025-10-15T23:28:18+00:00,results.summary.json,cnf2_con_hornonly/final_validation_test/anthropic/claude-opus-4-1-20250805/think-med/results.jsonl,cnf2_con_hornonly/final_validation_test/anthropic/claude-opus-4-1-20250805/think-med/results.provenance.jsonl,cnf2_con_hornonly/final_validation_test/anthropic/claude-opus-4-1-20250805/think-med/results.summary.json,3,3,1.000000,0,0.000000,1,2,0,3,0,4,2,1,"0,1",,,,0,0,0,0,0,True,3,0,0.000000,0,0.000000,True,ok,True,ok
cnf2_con_hornonly,final_validation_test,anthropic,claude-sonnet-4-5-20250929,think-high,pre-parser-enhancement,2025-10-15T23:28:18+00:00,results.summary.json,cnf2_con_hornonly/final_validation_test/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,cnf2_con_hornonly/final_validation_test/anthropic/claude-sonnet-4-5-20250929/think-high/results.provenance.jsonl,cnf2_con_hornonly/final_validation_test/anthropic/claude-sonnet-4-5-20250929/think-high/results.summary.json,3,3,1.000000,0,0.000000,1,2,0,3,0,4,2,1,"0,1",,,,0,0,0,0,0,True,3,0,0.000000,0,0.000000,True,ok,True,ok
cnf2_con_hornonly,final_validation_test,google,gemini-2.5-flash,think-med,pre-parser-enhancement,2025-10-15T23:28:18+00:00,results.summary.json,cnf2_con_hornonly/final_validation_test/google/gemini-2.5-flash/think-med/results.jsonl,cnf2_con_hornonly/final_validation_test/google/gemini-2.5-flash/think-med/results.provenance.jsonl,cnf2_con_hornonly/final_validation_test/google/gemini-2.5-flash/think-med/results.summary.json,3,3,1.000000,0,0.000000,1,2,0,3,0,4,2,1,"0,1",,,,0,0,0,0,0,True,3,0,0.000000,0,0.000000,True,ok,True,ok
cnf2_con_hornonly,final_validation_test,google,gemini-2.5-flash-lite,nothink,pre-parser-enhancement,2025-10-15T23:28:18+00:00,results.summary.json,cnf2_con_hornonly/final_validation_test/google/gemini-2.5-flash-lite/nothink/results.jsonl,cnf2_con_hornonly/final_validation_test/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,cnf2_con_hornonly/final_validation_test/google/gemini-2.5-flash-lite/nothink/results.summary.json,3,2,0.666667,0,0.000000,0,3,0,3,0,4,2,1,"0,1",,,,0,0,0,0,0,True,3,0,0.000000,0,0.000000,True,ok,True,ok
cnf2_con_hornonly,final_validation_test,google,gemini-2.5-flash-lite,think-low,pre-parser-enhancement,2025-10-15T23:28:18+00:00,results.summary.json,cnf2_con_hornonly/final_validation_test/google/gemini-2.5-flash-lite/think-low/results.jsonl,cnf2_con_hornonly/final_validation_test/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,cnf2_con_hornonly/final_validation_test/google/gemini-2.5-flash-lite/think-low/results.summary.json,3,3,1.000000,0,0.000000,1,2,0,3,0,4,2,1,"0,1",,,,0,0,0,0,0,True,3,0,0.000000,0,0.000000,True,ok,True,ok
cnf2_con_hornonly,final_validation_test,google,gemini-2.5-pro,think-high,pre-parser-enhancement,2025-10-15T23:28:18+00:00,results.summary.json,cnf2_con_hornonly/final_validation_test/google/gemini-2.5-pro/think-high/results.jsonl,cnf2_con_hornonly/final_validation_test/google/gemini-2.5-pro/think-high/results.provenance.jsonl,cnf2_con_hornonly/final_validation_test/google/gemini-2.5-pro/think-high/results.summary.json,3,3,1.000000,0,0.000000,1,2,0,3,0,4,2,1,"0,1",,,,0,0,0,0,0,True,3,0,0.000000,0,0.000000,True,ok,True,ok
cnf2_con_hornonly,final_validation_test,openai,gpt-5-2025-08-07,think-medium,pre-parser-enhancement,2025-10-15T23:28:18+00:00,results.summary.json,cnf2_con_hornonly/final_validation_test/openai/gpt-5-2025-08-07/think-medium/results.jsonl,cnf2_con_hornonly/final_validation_test/openai/gpt-5-2025-08-07/think-medium/results.provenance.jsonl,cnf2_con_hornonly/final_validation_test/openai/gpt-5-2025-08-07/think-medium/results.summary.json,3,3,1.000000,0,0.000000,1,2,0,3,0,4,2,1,"0,1",,,,0,0,0,0,0,True,3,0,0.000000,0,0.000000,True,ok,True,ok
cnf2_con_hornonly,final_validation_test,openai,gpt-5-mini-2025-08-07,think-low,pre-parser-enhancement,2025-10-15T23:28:18+00:00,results.summary.json,cnf2_con_hornonly/final_validation_test/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,cnf2_con_hornonly/final_validation_test/openai/gpt-5-mini-2025-08-07/think-low/results.provenance.jsonl,cnf2_con_hornonly/final_validation_test/openai/gpt-5-mini-2025-08-07/think-low/results.summary.json,3,3,1.000000,0,0.000000,1,2,0,3,0,4,2,1,"0,1",,,,0,0,0,0,0,True,3,0,0.000000,0,0.000000,True,ok,True,ok
cnf2_con_hornonly,final_validation_test,openai,gpt-5-nano-2025-08-07,nothink,pre-parser-enhancement,2025-10-15T23:28:18+00:00,results.summary.json,cnf2_con_hornonly/final_validation_test/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,cnf2_con_hornonly/final_validation_test/openai/gpt-5-nano-2025-08-07/nothink/results.provenance.jsonl,cnf2_con_hornonly/final_validation_test/openai/gpt-5-nano-2025-08-07/nothink/results.summary.json,3,2,0.666667,1,0.333333,0,2,1,3,0,4,2,1,"0,1",,,,0,0,0,0,0,True,3,0,0.000000,0,0.000000,True,unclear parses: 1/3 (re-parse possible from provenance),False,unclear parses present (re-parse first): 1/3
