experiment,run_id,provider,model,thinking_mode,results_relpath,maxvars,maxlen,horn,total,correct,unclear,accuracy,sat_total,sat_correct,sat_accuracy,unsat_total,unsat_correct,unsat_accuracy
cnf1_con_hornonly,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_hornonly/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,11,3,1,4,2,2,0.5,2,0,0.0,2,2,1.0
cnf1_con_hornonly,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_hornonly/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,11,4,1,4,1,3,0.25,2,0,0.0,2,1,0.5
cnf1_con_hornonly,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_hornonly/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,11,5,1,4,0,4,0.0,2,0,0.0,2,0,0.0
cnf1_con_hornonly,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_hornonly/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,12,2,1,4,3,1,0.75,2,1,0.5,2,2,1.0
cnf1_con_hornonly,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_hornonly/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,12,3,1,4,2,2,0.5,2,0,0.0,2,2,1.0
cnf1_con_hornonly,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_hornonly/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,12,4,1,4,0,4,0.0,2,0,0.0,2,0,0.0
cnf1_con_hornonly,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_hornonly/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,12,5,1,4,0,4,0.0,2,0,0.0,2,0,0.0
cnf1_con_hornonly,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_hornonly/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,13,2,1,4,3,1,0.75,2,2,1.0,2,1,0.5
cnf1_con_hornonly,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_hornonly/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,13,3,1,4,1,3,0.25,2,0,0.0,2,1,0.5
cnf1_con_hornonly,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_hornonly/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,13,4,1,4,0,4,0.0,2,0,0.0,2,0,0.0
cnf1_con_hornonly,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_hornonly/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,13,5,1,4,0,4,0.0,2,0,0.0,2,0,0.0
cnf1_con_hornonly,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_hornonly/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,14,2,1,4,1,3,0.25,2,0,0.0,2,1,0.5
cnf1_con_hornonly,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_hornonly/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,14,3,1,4,0,4,0.0,2,0,0.0,2,0,0.0
cnf1_con_hornonly,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_hornonly/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,14,4,1,4,0,4,0.0,2,0,0.0,2,0,0.0
cnf1_con_hornonly,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_hornonly/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,14,5,1,4,0,4,0.0,2,0,0.0,2,0,0.0
cnf1_con_hornonly,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_hornonly/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,15,2,1,4,0,4,0.0,2,0,0.0,2,0,0.0
cnf1_con_hornonly,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_hornonly/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,15,3,1,4,0,4,0.0,2,0,0.0,2,0,0.0
cnf1_con_hornonly,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_hornonly/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,15,4,1,4,0,4,0.0,2,0,0.0,2,0,0.0
cnf1_con_hornonly,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_hornonly/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,15,5,1,4,0,4,0.0,2,0,0.0,2,0,0.0
cnf1_con_hornonly,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_hornonly/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,16,2,1,4,0,4,0.0,2,0,0.0,2,0,0.0
cnf1_con_hornonly,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_hornonly/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,16,3,1,4,0,4,0.0,2,0,0.0,2,0,0.0
cnf1_con_hornonly,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_hornonly/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,16,4,1,4,0,4,0.0,2,0,0.0,2,0,0.0
cnf1_con_hornonly,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_hornonly/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,16,5,1,4,0,4,0.0,2,0,0.0,2,0,0.0
cnf1_con_hornonly,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_hornonly/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,17,2,1,4,0,4,0.0,2,0,0.0,2,0,0.0
cnf1_con_hornonly,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_hornonly/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,17,3,1,4,0,4,0.0,2,0,0.0,2,0,0.0
cnf1_con_hornonly,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_hornonly/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,17,4,1,4,0,4,0.0,2,0,0.0,2,0,0.0
cnf1_con_hornonly,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_hornonly/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,17,5,1,4,0,4,0.0,2,0,0.0,2,0,0.0
cnf1_con_hornonly,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_hornonly/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,18,2,1,4,0,4,0.0,2,0,0.0,2,0,0.0
cnf1_con_hornonly,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_hornonly/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,18,3,1,4,0,4,0.0,2,0,0.0,2,0,0.0
cnf1_con_hornonly,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_hornonly/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,18,4,1,4,0,4,0.0,2,0,0.0,2,0,0.0
cnf1_con_hornonly,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_hornonly/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,18,5,1,4,0,4,0.0,2,0,0.0,2,0,0.0
cnf1_con_hornonly,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_hornonly/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,19,2,1,4,0,4,0.0,2,0,0.0,2,0,0.0
cnf1_con_hornonly,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_hornonly/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,19,3,1,4,0,4,0.0,2,0,0.0,2,0,0.0
cnf1_con_hornonly,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_hornonly/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,19,4,1,4,0,4,0.0,2,0,0.0,2,0,0.0
cnf1_con_hornonly,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_hornonly/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,19,5,1,4,0,4,0.0,2,0,0.0,2,0,0.0
cnf1_con_hornonly,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_hornonly/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,20,2,1,4,0,4,0.0,2,0,0.0,2,0,0.0
cnf1_con_hornonly,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_hornonly/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,20,3,1,4,0,4,0.0,2,0,0.0,2,0,0.0
cnf1_con_hornonly,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_hornonly/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,20,4,1,4,0,4,0.0,2,0,0.0,2,0,0.0
cnf1_con_hornonly,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_hornonly/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,20,5,1,4,0,4,0.0,2,0,0.0,2,0,0.0
cnf1_con_mixed,config_test,anthropic,claude-haiku-4-5-20251001,nothink,cnf1_con_mixed/config_test/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,4,2,1,3,0,3,0.0,2,0,0.0,1,0,0.0
cnf1_con_mixed,config_test,anthropic,claude-haiku-4-5-20251001,think-low,cnf1_con_mixed/config_test/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,4,2,1,3,1,2,0.3333333333333333,2,0,0.0,1,1,1.0
cnf1_con_mixed,config_test,anthropic,claude-opus-4-1-20250805,think-med,cnf1_con_mixed/config_test/anthropic/claude-opus-4-1-20250805/think-med/results.jsonl,4,2,1,3,0,3,0.0,2,0,0.0,1,0,0.0
cnf1_con_mixed,config_test,anthropic,claude-sonnet-4-5-20250929,think-high,cnf1_con_mixed/config_test/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,4,2,1,3,1,2,0.3333333333333333,2,0,0.0,1,1,1.0
cnf1_con_mixed,config_test,google,gemini-2.5-flash,think-med,cnf1_con_mixed/config_test/google/gemini-2.5-flash/think-med/results.jsonl,4,2,1,3,3,0,1.0,2,2,1.0,1,1,1.0
cnf1_con_mixed,config_test,google,gemini-2.5-flash-lite,nothink,cnf1_con_mixed/config_test/google/gemini-2.5-flash-lite/nothink/results.jsonl,4,2,1,3,1,2,0.3333333333333333,2,1,0.5,1,0,0.0
cnf1_con_mixed,config_test,google,gemini-2.5-flash-lite,think-low,cnf1_con_mixed/config_test/google/gemini-2.5-flash-lite/think-low/results.jsonl,4,2,1,3,1,2,0.3333333333333333,2,0,0.0,1,1,1.0
cnf1_con_mixed,config_test,google,gemini-2.5-pro,think-high,cnf1_con_mixed/config_test/google/gemini-2.5-pro/think-high/results.jsonl,4,2,1,3,3,0,1.0,2,2,1.0,1,1,1.0
cnf1_con_mixed,config_test,openai,gpt-5-2025-08-07,think-medium,cnf1_con_mixed/config_test/openai/gpt-5-2025-08-07/think-medium/results.jsonl,4,2,1,3,3,0,1.0,2,2,1.0,1,1,1.0
cnf1_con_mixed,config_test,openai,gpt-5-mini-2025-08-07,think-low,cnf1_con_mixed/config_test/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,4,2,1,3,3,0,1.0,2,2,1.0,1,1,1.0
cnf1_con_mixed,config_test,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_mixed/config_test/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,4,2,1,3,3,0,1.0,2,2,1.0,1,1,1.0
cnf1_con_mixed,config_test,openai,gpt-5-pro-2025-10-06,think-high,cnf1_con_mixed/config_test/openai/gpt-5-pro-2025-10-06/think-high/results.jsonl,4,2,1,3,3,0,1.0,2,2,1.0,1,1,1.0
cnf1_con_mixed,final_validation_test,anthropic,claude-haiku-4-5-20251001,nothink,cnf1_con_mixed/final_validation_test/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,4,2,1,3,3,0,1.0,2,2,1.0,1,1,1.0
cnf1_con_mixed,final_validation_test,anthropic,claude-haiku-4-5-20251001,think-low,cnf1_con_mixed/final_validation_test/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,4,2,1,3,3,0,1.0,2,2,1.0,1,1,1.0
cnf1_con_mixed,final_validation_test,anthropic,claude-opus-4-1-20250805,think-med,cnf1_con_mixed/final_validation_test/anthropic/claude-opus-4-1-20250805/think-med/results.jsonl,4,2,1,3,3,0,1.0,2,2,1.0,1,1,1.0
cnf1_con_mixed,final_validation_test,anthropic,claude-sonnet-4-5-20250929,think-high,cnf1_con_mixed/final_validation_test/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,4,2,1,3,3,0,1.0,2,2,1.0,1,1,1.0
cnf1_con_mixed,final_validation_test,google,gemini-2.5-flash,think-med,cnf1_con_mixed/final_validation_test/google/gemini-2.5-flash/think-med/results.jsonl,4,2,1,3,3,0,1.0,2,2,1.0,1,1,1.0
cnf1_con_mixed,final_validation_test,google,gemini-2.5-flash-lite,nothink,cnf1_con_mixed/final_validation_test/google/gemini-2.5-flash-lite/nothink/results.jsonl,4,2,1,3,3,0,1.0,2,2,1.0,1,1,1.0
cnf1_con_mixed,final_validation_test,google,gemini-2.5-flash-lite,think-low,cnf1_con_mixed/final_validation_test/google/gemini-2.5-flash-lite/think-low/results.jsonl,4,2,1,3,3,0,1.0,2,2,1.0,1,1,1.0
cnf1_con_mixed,final_validation_test,google,gemini-2.5-pro,think-high,cnf1_con_mixed/final_validation_test/google/gemini-2.5-pro/think-high/results.jsonl,4,2,1,3,3,0,1.0,2,2,1.0,1,1,1.0
cnf1_con_mixed,final_validation_test,openai,gpt-5-2025-08-07,think-medium,cnf1_con_mixed/final_validation_test/openai/gpt-5-2025-08-07/think-medium/results.jsonl,4,2,1,3,3,0,1.0,2,2,1.0,1,1,1.0
cnf1_con_mixed,final_validation_test,openai,gpt-5-mini-2025-08-07,think-low,cnf1_con_mixed/final_validation_test/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,4,2,1,3,3,0,1.0,2,2,1.0,1,1,1.0
cnf1_con_mixed,final_validation_test,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_mixed/final_validation_test/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,4,2,1,3,3,0,1.0,2,2,1.0,1,1,1.0
cnf1_con_mixed,final_validation_test,openai,gpt-5-pro-2025-10-06,think-high,cnf1_con_mixed/final_validation_test/openai/gpt-5-pro-2025-10-06/think-high/results.jsonl,4,2,1,3,3,0,1.0,2,2,1.0,1,1,1.0
cnf1_con_mixed,parser_retest,anthropic,claude-haiku-4-5-20251001,nothink,cnf1_con_mixed/parser_retest/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,4,2,1,3,3,0,1.0,2,2,1.0,1,1,1.0
cnf1_con_mixed,parser_retest,anthropic,claude-haiku-4-5-20251001,think-low,cnf1_con_mixed/parser_retest/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,4,2,1,3,3,0,1.0,2,2,1.0,1,1,1.0
cnf1_con_mixed,parser_retest,anthropic,claude-opus-4-1-20250805,think-med,cnf1_con_mixed/parser_retest/anthropic/claude-opus-4-1-20250805/think-med/results.jsonl,4,2,1,3,2,1,0.6666666666666666,2,1,0.5,1,1,1.0
cnf1_con_mixed,parser_retest,anthropic,claude-sonnet-4-5-20250929,think-high,cnf1_con_mixed/parser_retest/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,4,2,1,3,3,0,1.0,2,2,1.0,1,1,1.0
cnf1_con_mixed,parser_retest,google,gemini-2.5-flash,think-med,cnf1_con_mixed/parser_retest/google/gemini-2.5-flash/think-med/results.jsonl,4,2,1,3,3,0,1.0,2,2,1.0,1,1,1.0
cnf1_con_mixed,parser_retest,google,gemini-2.5-flash-lite,nothink,cnf1_con_mixed/parser_retest/google/gemini-2.5-flash-lite/nothink/results.jsonl,4,2,1,3,3,0,1.0,2,2,1.0,1,1,1.0
cnf1_con_mixed,parser_retest,google,gemini-2.5-flash-lite,think-low,cnf1_con_mixed/parser_retest/google/gemini-2.5-flash-lite/think-low/results.jsonl,4,2,1,3,3,0,1.0,2,2,1.0,1,1,1.0
cnf1_con_mixed,parser_retest,google,gemini-2.5-pro,think-high,cnf1_con_mixed/parser_retest/google/gemini-2.5-pro/think-high/results.jsonl,4,2,1,3,3,0,1.0,2,2,1.0,1,1,1.0
cnf1_con_mixed,parser_retest,openai,gpt-5-2025-08-07,think-medium,cnf1_con_mixed/parser_retest/openai/gpt-5-2025-08-07/think-medium/results.jsonl,4,2,1,3,3,0,1.0,2,2,1.0,1,1,1.0
cnf1_con_mixed,parser_retest,openai,gpt-5-mini-2025-08-07,think-low,cnf1_con_mixed/parser_retest/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,4,2,1,3,3,0,1.0,2,2,1.0,1,1,1.0
cnf1_con_mixed,parser_retest,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_mixed/parser_retest/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,4,2,1,3,2,1,0.6666666666666666,2,1,0.5,1,1,1.0
cnf1_con_mixed,parser_retest,openai,gpt-5-pro-2025-10-06,think-high,cnf1_con_mixed/parser_retest/openai/gpt-5-pro-2025-10-06/think-high/results.jsonl,4,2,1,3,3,0,1.0,2,2,1.0,1,1,1.0
cnf1_con_mixed,smoke_20251020_2037,anthropic,claude-haiku-4-5-20251001,nothink,cnf1_con_mixed/smoke_20251020_2037/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,4,2,1,4,4,0,1.0,2,2,1.0,2,2,1.0
cnf1_con_mixed,smoke_20251020_2037,anthropic,claude-haiku-4-5-20251001,nothink,cnf1_con_mixed/smoke_20251020_2037/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,4,2,0,4,3,1,0.75,2,1,0.5,2,2,1.0
cnf1_con_mixed,smoke_20251020_2037,anthropic,claude-haiku-4-5-20251001,think-low,cnf1_con_mixed/smoke_20251020_2037/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,4,2,1,4,4,0,1.0,2,2,1.0,2,2,1.0
cnf1_con_mixed,smoke_20251020_2037,anthropic,claude-haiku-4-5-20251001,think-low,cnf1_con_mixed/smoke_20251020_2037/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,4,2,0,4,4,0,1.0,2,2,1.0,2,2,1.0
cnf1_con_mixed,smoke_20251020_2037,anthropic,claude-opus-4-1-20250805,think-med,cnf1_con_mixed/smoke_20251020_2037/anthropic/claude-opus-4-1-20250805/think-med/results.jsonl,4,2,1,4,4,0,1.0,2,2,1.0,2,2,1.0
cnf1_con_mixed,smoke_20251020_2037,anthropic,claude-opus-4-1-20250805,think-med,cnf1_con_mixed/smoke_20251020_2037/anthropic/claude-opus-4-1-20250805/think-med/results.jsonl,4,2,0,4,4,0,1.0,2,2,1.0,2,2,1.0
cnf1_con_mixed,smoke_20251020_2037,anthropic,claude-sonnet-4-5-20250929,think-high,cnf1_con_mixed/smoke_20251020_2037/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,4,2,1,4,4,0,1.0,2,2,1.0,2,2,1.0
cnf1_con_mixed,smoke_20251020_2037,anthropic,claude-sonnet-4-5-20250929,think-high,cnf1_con_mixed/smoke_20251020_2037/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,4,2,0,4,4,0,1.0,2,2,1.0,2,2,1.0
cnf1_con_mixed,smoke_20251020_2037,google,gemini-2.5-flash,think-med,cnf1_con_mixed/smoke_20251020_2037/google/gemini-2.5-flash/think-med/results.jsonl,4,2,1,4,4,0,1.0,2,2,1.0,2,2,1.0
cnf1_con_mixed,smoke_20251020_2037,google,gemini-2.5-flash,think-med,cnf1_con_mixed/smoke_20251020_2037/google/gemini-2.5-flash/think-med/results.jsonl,4,2,0,4,3,1,0.75,2,1,0.5,2,2,1.0
cnf1_con_mixed,smoke_20251020_2037,google,gemini-2.5-flash-lite,nothink,cnf1_con_mixed/smoke_20251020_2037/google/gemini-2.5-flash-lite/nothink/results.jsonl,4,2,1,4,3,0,0.75,2,2,1.0,2,1,0.5
cnf1_con_mixed,smoke_20251020_2037,google,gemini-2.5-flash-lite,nothink,cnf1_con_mixed/smoke_20251020_2037/google/gemini-2.5-flash-lite/nothink/results.jsonl,4,2,0,4,2,0,0.5,2,2,1.0,2,0,0.0
cnf1_con_mixed,smoke_20251020_2037,google,gemini-2.5-flash-lite,think-low,cnf1_con_mixed/smoke_20251020_2037/google/gemini-2.5-flash-lite/think-low/results.jsonl,4,2,1,4,4,0,1.0,2,2,1.0,2,2,1.0
cnf1_con_mixed,smoke_20251020_2037,google,gemini-2.5-flash-lite,think-low,cnf1_con_mixed/smoke_20251020_2037/google/gemini-2.5-flash-lite/think-low/results.jsonl,4,2,0,4,3,0,0.75,2,2,1.0,2,1,0.5
cnf1_con_mixed,smoke_20251020_2037,google,gemini-2.5-pro,think-high,cnf1_con_mixed/smoke_20251020_2037/google/gemini-2.5-pro/think-high/results.jsonl,4,2,1,4,4,0,1.0,2,2,1.0,2,2,1.0
cnf1_con_mixed,smoke_20251020_2037,google,gemini-2.5-pro,think-high,cnf1_con_mixed/smoke_20251020_2037/google/gemini-2.5-pro/think-high/results.jsonl,4,2,0,4,4,0,1.0,2,2,1.0,2,2,1.0
cnf1_con_mixed,smoke_20251020_2037,openai,gpt-5-2025-08-07,think-medium,cnf1_con_mixed/smoke_20251020_2037/openai/gpt-5-2025-08-07/think-medium/results.jsonl,4,2,1,4,4,0,1.0,2,2,1.0,2,2,1.0
cnf1_con_mixed,smoke_20251020_2037,openai,gpt-5-2025-08-07,think-medium,cnf1_con_mixed/smoke_20251020_2037/openai/gpt-5-2025-08-07/think-medium/results.jsonl,4,2,0,4,4,0,1.0,2,2,1.0,2,2,1.0
cnf1_con_mixed,smoke_20251020_2037,openai,gpt-5-mini-2025-08-07,think-low,cnf1_con_mixed/smoke_20251020_2037/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,4,2,1,4,4,0,1.0,2,2,1.0,2,2,1.0
cnf1_con_mixed,smoke_20251020_2037,openai,gpt-5-mini-2025-08-07,think-low,cnf1_con_mixed/smoke_20251020_2037/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,4,2,0,4,4,0,1.0,2,2,1.0,2,2,1.0
cnf1_con_mixed,smoke_20251020_2037,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_mixed/smoke_20251020_2037/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,4,2,1,4,3,1,0.75,2,1,0.5,2,2,1.0
cnf1_con_mixed,smoke_20251020_2037,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_mixed/smoke_20251020_2037/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,4,2,0,4,4,0,1.0,2,2,1.0,2,2,1.0
cnf1_con_mixed,smoke_20251020_2037,openai,gpt-5-pro-2025-10-06,think-high,cnf1_con_mixed/smoke_20251020_2037/openai/gpt-5-pro-2025-10-06/think-high/results.jsonl,4,2,1,4,4,0,1.0,2,2,1.0,2,2,1.0
cnf1_con_mixed,smoke_20251020_2037,openai,gpt-5-pro-2025-10-06,think-high,cnf1_con_mixed/smoke_20251020_2037/openai/gpt-5-pro-2025-10-06/think-high/results.jsonl,4,2,0,4,4,0,1.0,2,2,1.0,2,2,1.0
cnf1_con_mixed,smoke_20251020_2224,anthropic,claude-haiku-4-5-20251001,nothink,cnf1_con_mixed/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,4,2,1,4,4,0,1.0,2,2,1.0,2,2,1.0
cnf1_con_mixed,smoke_20251020_2224,anthropic,claude-haiku-4-5-20251001,nothink,cnf1_con_mixed/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,4,2,0,1,0,0,0.0,1,0,0.0,0,0,
cnf1_con_mixed,smoke_20251020_2224,anthropic,claude-haiku-4-5-20251001,think-low,cnf1_con_mixed/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,4,2,1,4,3,0,0.75,2,1,0.5,2,2,1.0
cnf1_con_mixed,smoke_20251020_2224,anthropic,claude-haiku-4-5-20251001,think-low,cnf1_con_mixed/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,4,2,0,1,1,0,1.0,1,1,1.0,0,0,
cnf1_con_mixed,smoke_20251020_2224,anthropic,claude-haiku-4-5-20251001,think-med,cnf1_con_mixed/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/think-med/results.jsonl,4,2,1,4,4,0,1.0,2,2,1.0,2,2,1.0
cnf1_con_mixed,smoke_20251020_2224,anthropic,claude-haiku-4-5-20251001,think-med,cnf1_con_mixed/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/think-med/results.jsonl,4,2,0,1,1,0,1.0,1,1,1.0,0,0,
cnf1_con_mixed,smoke_20251020_2224,anthropic,claude-sonnet-4-5-20250929,think-high,cnf1_con_mixed/smoke_20251020_2224/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,4,2,1,4,3,0,0.75,2,1,0.5,2,2,1.0
cnf1_con_mixed,smoke_20251020_2224,anthropic,claude-sonnet-4-5-20250929,think-high,cnf1_con_mixed/smoke_20251020_2224/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,4,2,0,1,0,0,0.0,1,0,0.0,0,0,
cnf1_con_mixed,smoke_20251020_2224,google,gemini-2.5-flash,think-med,cnf1_con_mixed/smoke_20251020_2224/google/gemini-2.5-flash/think-med/results.jsonl,4,2,1,4,4,0,1.0,2,2,1.0,2,2,1.0
cnf1_con_mixed,smoke_20251020_2224,google,gemini-2.5-flash,think-med,cnf1_con_mixed/smoke_20251020_2224/google/gemini-2.5-flash/think-med/results.jsonl,4,2,0,1,1,0,1.0,1,1,1.0,0,0,
cnf1_con_mixed,smoke_20251020_2224,google,gemini-2.5-flash-lite,nothink,cnf1_con_mixed/smoke_20251020_2224/google/gemini-2.5-flash-lite/nothink/results.jsonl,4,2,1,4,4,0,1.0,2,2,1.0,2,2,1.0
cnf1_con_mixed,smoke_20251020_2224,google,gemini-2.5-flash-lite,nothink,cnf1_con_mixed/smoke_20251020_2224/google/gemini-2.5-flash-lite/nothink/results.jsonl,4,2,0,1,1,0,1.0,1,1,1.0,0,0,
cnf1_con_mixed,smoke_20251020_2224,google,gemini-2.5-flash-lite,think-low,cnf1_con_mixed/smoke_20251020_2224/google/gemini-2.5-flash-lite/think-low/results.jsonl,4,2,1,4,3,0,0.75,2,2,1.0,2,1,0.5
