experiment,run_id,provider,model,thinking_mode,results_relpath,provenance_relpath,total,expected_total,missing_rows_vs_group,unclear,present_maxvars,missing_maxvars_vs_group,present_maxlen,missing_maxlen_vs_group,present_horn,missing_horn_vs_group,provenance_error_rows,provenance_full_text_empty_rows,config_path_guess
cnf1_con_mixed,parser_retest,openai,gpt-5-2025-08-07,think-medium,cnf1_con_mixed/parser_retest/openai/gpt-5-2025-08-07/think-medium/results.jsonl,cnf1_con_mixed/parser_retest/openai/gpt-5-2025-08-07/think-medium/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf1_con_mixed.yaml
cnf1_con_mixed,parser_retest,openai,gpt-5-mini-2025-08-07,think-low,cnf1_con_mixed/parser_retest/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,cnf1_con_mixed/parser_retest/openai/gpt-5-mini-2025-08-07/think-low/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf1_con_mixed.yaml
cnf1_con_mixed,parser_retest,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_mixed/parser_retest/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,cnf1_con_mixed/parser_retest/openai/gpt-5-nano-2025-08-07/nothink/results.provenance.jsonl,3,3,0,1,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf1_con_mixed.yaml
cnf1_con_mixed,parser_retest,openai,gpt-5-pro-2025-10-06,think-high,cnf1_con_mixed/parser_retest/openai/gpt-5-pro-2025-10-06/think-high/results.jsonl,cnf1_con_mixed/parser_retest/openai/gpt-5-pro-2025-10-06/think-high/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf1_con_mixed.yaml
cnf1_con_mixed,smoke_20251020_2037,anthropic,claude-haiku-4-5-20251001,nothink,cnf1_con_mixed/smoke_20251020_2037/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,cnf1_con_mixed/smoke_20251020_2037/anthropic/claude-haiku-4-5-20251001/nothink/results.provenance.jsonl,8,8,0,0,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf1_con_mixed.yaml
cnf1_con_mixed,smoke_20251020_2037,anthropic,claude-haiku-4-5-20251001,think-low,cnf1_con_mixed/smoke_20251020_2037/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,cnf1_con_mixed/smoke_20251020_2037/anthropic/claude-haiku-4-5-20251001/think-low/results.provenance.jsonl,8,8,0,0,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf1_con_mixed.yaml
cnf1_con_mixed,smoke_20251020_2037,anthropic,claude-opus-4-1-20250805,think-med,cnf1_con_mixed/smoke_20251020_2037/anthropic/claude-opus-4-1-20250805/think-med/results.jsonl,cnf1_con_mixed/smoke_20251020_2037/anthropic/claude-opus-4-1-20250805/think-med/results.provenance.jsonl,8,8,0,0,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf1_con_mixed.yaml
cnf1_con_mixed,smoke_20251020_2037,anthropic,claude-sonnet-4-5-20250929,think-high,cnf1_con_mixed/smoke_20251020_2037/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,cnf1_con_mixed/smoke_20251020_2037/anthropic/claude-sonnet-4-5-20250929/think-high/results.provenance.jsonl,8,8,0,0,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf1_con_mixed.yaml
cnf1_con_mixed,smoke_20251020_2037,google,gemini-2.5-flash-lite,nothink,cnf1_con_mixed/smoke_20251020_2037/google/gemini-2.5-flash-lite/nothink/results.jsonl,cnf1_con_mixed/smoke_20251020_2037/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,8,8,0,0,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf1_con_mixed.yaml
cnf1_con_mixed,smoke_20251020_2037,google,gemini-2.5-flash-lite,think-low,cnf1_con_mixed/smoke_20251020_2037/google/gemini-2.5-flash-lite/think-low/results.jsonl,cnf1_con_mixed/smoke_20251020_2037/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,8,8,0,0,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf1_con_mixed.yaml
cnf1_con_mixed,smoke_20251020_2037,google,gemini-2.5-flash,think-med,cnf1_con_mixed/smoke_20251020_2037/google/gemini-2.5-flash/think-med/results.jsonl,cnf1_con_mixed/smoke_20251020_2037/google/gemini-2.5-flash/think-med/results.provenance.jsonl,8,8,0,0,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf1_con_mixed.yaml
cnf1_con_mixed,smoke_20251020_2037,google,gemini-2.5-pro,think-high,cnf1_con_mixed/smoke_20251020_2037/google/gemini-2.5-pro/think-high/results.jsonl,cnf1_con_mixed/smoke_20251020_2037/google/gemini-2.5-pro/think-high/results.provenance.jsonl,8,8,0,0,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf1_con_mixed.yaml
cnf1_con_mixed,smoke_20251020_2037,openai,gpt-5-2025-08-07,think-medium,cnf1_con_mixed/smoke_20251020_2037/openai/gpt-5-2025-08-07/think-medium/results.jsonl,cnf1_con_mixed/smoke_20251020_2037/openai/gpt-5-2025-08-07/think-medium/results.provenance.jsonl,8,8,0,0,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf1_con_mixed.yaml
cnf1_con_mixed,smoke_20251020_2037,openai,gpt-5-mini-2025-08-07,think-low,cnf1_con_mixed/smoke_20251020_2037/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,cnf1_con_mixed/smoke_20251020_2037/openai/gpt-5-mini-2025-08-07/think-low/results.provenance.jsonl,8,8,0,0,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf1_con_mixed.yaml
cnf1_con_mixed,smoke_20251020_2037,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_mixed/smoke_20251020_2037/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,cnf1_con_mixed/smoke_20251020_2037/openai/gpt-5-nano-2025-08-07/nothink/results.provenance.jsonl,8,8,0,1,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf1_con_mixed.yaml
cnf1_con_mixed,smoke_20251020_2037,openai,gpt-5-pro-2025-10-06,think-high,cnf1_con_mixed/smoke_20251020_2037/openai/gpt-5-pro-2025-10-06/think-high/results.jsonl,cnf1_con_mixed/smoke_20251020_2037/openai/gpt-5-pro-2025-10-06/think-high/results.provenance.jsonl,8,8,0,0,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf1_con_mixed.yaml
cnf1_con_mixed,smoke_20251020_2224,anthropic,claude-haiku-4-5-20251001,nothink,cnf1_con_mixed/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,cnf1_con_mixed/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/nothink/results.provenance.jsonl,5,5,0,0,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf1_con_mixed.yaml
cnf1_con_mixed,smoke_20251020_2224,anthropic,claude-haiku-4-5-20251001,think-low,cnf1_con_mixed/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,cnf1_con_mixed/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/think-low/results.provenance.jsonl,5,5,0,0,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf1_con_mixed.yaml
cnf1_con_mixed,smoke_20251020_2224,anthropic,claude-haiku-4-5-20251001,think-med,cnf1_con_mixed/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/think-med/results.jsonl,cnf1_con_mixed/smoke_20251020_2224/anthropic/claude-haiku-4-5-20251001/think-med/results.provenance.jsonl,5,5,0,0,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf1_con_mixed.yaml
cnf1_con_mixed,smoke_20251020_2224,anthropic,claude-sonnet-4-5-20250929,think-high,cnf1_con_mixed/smoke_20251020_2224/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,cnf1_con_mixed/smoke_20251020_2224/anthropic/claude-sonnet-4-5-20250929/think-high/results.provenance.jsonl,5,5,0,0,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf1_con_mixed.yaml
cnf1_con_mixed,smoke_20251020_2224,google,gemini-2.5-flash-lite,nothink,cnf1_con_mixed/smoke_20251020_2224/google/gemini-2.5-flash-lite/nothink/results.jsonl,cnf1_con_mixed/smoke_20251020_2224/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,5,5,0,0,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf1_con_mixed.yaml
cnf1_con_mixed,smoke_20251020_2224,google,gemini-2.5-flash-lite,think-low,cnf1_con_mixed/smoke_20251020_2224/google/gemini-2.5-flash-lite/think-low/results.jsonl,cnf1_con_mixed/smoke_20251020_2224/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,5,5,0,0,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf1_con_mixed.yaml
cnf1_con_mixed,smoke_20251020_2224,google,gemini-2.5-flash,think-med,cnf1_con_mixed/smoke_20251020_2224/google/gemini-2.5-flash/think-med/results.jsonl,cnf1_con_mixed/smoke_20251020_2224/google/gemini-2.5-flash/think-med/results.provenance.jsonl,5,5,0,0,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf1_con_mixed.yaml
cnf1_con_mixed,smoke_20251020_2224,google,gemini-2.5-pro,think-high,cnf1_con_mixed/smoke_20251020_2224/google/gemini-2.5-pro/think-high/results.jsonl,cnf1_con_mixed/smoke_20251020_2224/google/gemini-2.5-pro/think-high/results.provenance.jsonl,5,5,0,0,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf1_con_mixed.yaml
cnf1_con_mixed,smoke_20251020_2224,openai,gpt-5-2025-08-07,think-high,cnf1_con_mixed/smoke_20251020_2224/openai/gpt-5-2025-08-07/think-high/results.jsonl,cnf1_con_mixed/smoke_20251020_2224/openai/gpt-5-2025-08-07/think-high/results.provenance.jsonl,5,5,0,0,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf1_con_mixed.yaml
cnf1_con_mixed,smoke_20251020_2224,openai,gpt-5-2025-08-07,think-medium,cnf1_con_mixed/smoke_20251020_2224/openai/gpt-5-2025-08-07/think-medium/results.jsonl,cnf1_con_mixed/smoke_20251020_2224/openai/gpt-5-2025-08-07/think-medium/results.provenance.jsonl,5,5,0,0,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf1_con_mixed.yaml
cnf1_con_mixed,smoke_20251020_2224,openai,gpt-5-mini-2025-08-07,think-low,cnf1_con_mixed/smoke_20251020_2224/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,cnf1_con_mixed/smoke_20251020_2224/openai/gpt-5-mini-2025-08-07/think-low/results.provenance.jsonl,5,5,0,0,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf1_con_mixed.yaml
cnf1_con_mixed,smoke_20251020_2224,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_mixed/smoke_20251020_2224/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,cnf1_con_mixed/smoke_20251020_2224/openai/gpt-5-nano-2025-08-07/nothink/results.provenance.jsonl,5,5,0,0,4,,2,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf1_con_mixed.yaml
cnf1_con_mixed,validation_20251020_2235,anthropic,claude-haiku-4-5-20251001,nothink,cnf1_con_mixed/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,cnf1_con_mixed/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/nothink/results.provenance.jsonl,368,368,0,218,4-15,,2-5,,0-1,,218,218,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf1_con_mixed.yaml
cnf1_con_mixed,validation_20251020_2235,anthropic,claude-haiku-4-5-20251001,think-low,cnf1_con_mixed/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,cnf1_con_mixed/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/think-low/results.provenance.jsonl,368,368,0,219,4-15,,2-5,,0-1,,218,219,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf1_con_mixed.yaml
cnf1_con_mixed,validation_20251020_2235,anthropic,claude-haiku-4-5-20251001,think-med,cnf1_con_mixed/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/think-med/results.jsonl,cnf1_con_mixed/validation_20251020_2235/anthropic/claude-haiku-4-5-20251001/think-med/results.provenance.jsonl,368,368,0,222,4-15,,2-5,,0-1,,218,222,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf1_con_mixed.yaml
cnf1_con_mixed,validation_20251020_2235,anthropic,claude-sonnet-4-5-20250929,think-high,cnf1_con_mixed/validation_20251020_2235/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,cnf1_con_mixed/validation_20251020_2235/anthropic/claude-sonnet-4-5-20250929/think-high/results.provenance.jsonl,368,368,0,218,4-15,,2-5,,0-1,,218,218,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf1_con_mixed.yaml
cnf1_con_mixed,validation_20251020_2235,google,gemini-2.5-flash-lite,nothink,cnf1_con_mixed/validation_20251020_2235/google/gemini-2.5-flash-lite/nothink/results.jsonl,cnf1_con_mixed/validation_20251020_2235/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,368,368,0,40,4-15,,2-5,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf1_con_mixed.yaml
cnf1_con_mixed,validation_20251020_2235,google,gemini-2.5-flash-lite,think-low,cnf1_con_mixed/validation_20251020_2235/google/gemini-2.5-flash-lite/think-low/results.jsonl,cnf1_con_mixed/validation_20251020_2235/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,368,368,0,62,4-15,,2-5,,0-1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf1_con_mixed.yaml
cnf1_con_mixed,validation_20251020_2235,google,gemini-2.5-flash,think-med,cnf1_con_mixed/validation_20251020_2235/google/gemini-2.5-flash/think-med/results.jsonl,cnf1_con_mixed/validation_20251020_2235/google/gemini-2.5-flash/think-med/results.provenance.jsonl,367,368,1,81,4-15,,2-5,,0-1,,2,2,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf1_con_mixed.yaml
cnf1_con_mixed,validation_20251020_2235,google,gemini-2.5-pro,think-high,cnf1_con_mixed/validation_20251020_2235/google/gemini-2.5-pro/think-high/results.jsonl,cnf1_con_mixed/validation_20251020_2235/google/gemini-2.5-pro/think-high/results.provenance.jsonl,367,368,1,134,4-15,,2-5,,0-1,,134,134,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf1_con_mixed.yaml
cnf1_con_mixed,validation_20251020_2235,openai,gpt-5-2025-08-07,think-high,cnf1_con_mixed/validation_20251020_2235/openai/gpt-5-2025-08-07/think-high/results.jsonl,cnf1_con_mixed/validation_20251020_2235/openai/gpt-5-2025-08-07/think-high/results.provenance.jsonl,368,368,0,243,4-15,,2-5,,0-1,,243,243,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf1_con_mixed.yaml
cnf1_con_mixed,validation_20251020_2235,openai,gpt-5-2025-08-07,think-medium,cnf1_con_mixed/validation_20251020_2235/openai/gpt-5-2025-08-07/think-medium/results.jsonl,cnf1_con_mixed/validation_20251020_2235/openai/gpt-5-2025-08-07/think-medium/results.provenance.jsonl,368,368,0,229,4-15,,2-5,,0-1,,229,229,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf1_con_mixed.yaml
cnf1_con_mixed,validation_20251020_2235,openai,gpt-5-mini-2025-08-07,think-low,cnf1_con_mixed/validation_20251020_2235/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,cnf1_con_mixed/validation_20251020_2235/openai/gpt-5-mini-2025-08-07/think-low/results.provenance.jsonl,368,368,0,221,4-15,,2-5,,0-1,,216,216,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf1_con_mixed.yaml
cnf1_con_mixed,validation_20251020_2235,openai,gpt-5-nano-2025-08-07,nothink,cnf1_con_mixed/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,cnf1_con_mixed/validation_20251020_2235/openai/gpt-5-nano-2025-08-07/nothink/results.provenance.jsonl,368,368,0,301,4-15,,2-5,,0-1,,216,216,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf1_con_mixed.yaml
cnf2_con_hornonly,config_test,anthropic,claude-haiku-4-5-20251001,nothink,cnf2_con_hornonly/config_test/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,cnf2_con_hornonly/config_test/anthropic/claude-haiku-4-5-20251001/nothink/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf2_con_hornonly.yaml
cnf2_con_hornonly,config_test,anthropic,claude-haiku-4-5-20251001,think-low,cnf2_con_hornonly/config_test/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,cnf2_con_hornonly/config_test/anthropic/claude-haiku-4-5-20251001/think-low/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf2_con_hornonly.yaml
cnf2_con_hornonly,config_test,anthropic,claude-opus-4-1-20250805,think-med,cnf2_con_hornonly/config_test/anthropic/claude-opus-4-1-20250805/think-med/results.jsonl,cnf2_con_hornonly/config_test/anthropic/claude-opus-4-1-20250805/think-med/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf2_con_hornonly.yaml
cnf2_con_hornonly,config_test,anthropic,claude-sonnet-4-5-20250929,think-high,cnf2_con_hornonly/config_test/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,cnf2_con_hornonly/config_test/anthropic/claude-sonnet-4-5-20250929/think-high/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf2_con_hornonly.yaml
cnf2_con_hornonly,config_test,google,gemini-2.5-flash-lite,nothink,cnf2_con_hornonly/config_test/google/gemini-2.5-flash-lite/nothink/results.jsonl,cnf2_con_hornonly/config_test/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf2_con_hornonly.yaml
cnf2_con_hornonly,config_test,google,gemini-2.5-flash-lite,think-low,cnf2_con_hornonly/config_test/google/gemini-2.5-flash-lite/think-low/results.jsonl,cnf2_con_hornonly/config_test/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf2_con_hornonly.yaml
cnf2_con_hornonly,config_test,google,gemini-2.5-flash,think-med,cnf2_con_hornonly/config_test/google/gemini-2.5-flash/think-med/results.jsonl,cnf2_con_hornonly/config_test/google/gemini-2.5-flash/think-med/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf2_con_hornonly.yaml
cnf2_con_hornonly,config_test,google,gemini-2.5-pro,think-high,cnf2_con_hornonly/config_test/google/gemini-2.5-pro/think-high/results.jsonl,cnf2_con_hornonly/config_test/google/gemini-2.5-pro/think-high/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf2_con_hornonly.yaml
cnf2_con_hornonly,config_test,openai,gpt-5-2025-08-07,think-medium,cnf2_con_hornonly/config_test/openai/gpt-5-2025-08-07/think-medium/results.jsonl,cnf2_con_hornonly/config_test/openai/gpt-5-2025-08-07/think-medium/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf2_con_hornonly.yaml
cnf2_con_hornonly,config_test,openai,gpt-5-mini-2025-08-07,think-low,cnf2_con_hornonly/config_test/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,cnf2_con_hornonly/config_test/openai/gpt-5-mini-2025-08-07/think-low/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf2_con_hornonly.yaml
cnf2_con_hornonly,config_test,openai,gpt-5-nano-2025-08-07,nothink,cnf2_con_hornonly/config_test/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,cnf2_con_hornonly/config_test/openai/gpt-5-nano-2025-08-07/nothink/results.provenance.jsonl,3,3,0,2,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf2_con_hornonly.yaml
cnf2_con_hornonly,config_test,openai,gpt-5-pro-2025-10-06,think-high,cnf2_con_hornonly/config_test/openai/gpt-5-pro-2025-10-06/think-high/results.jsonl,cnf2_con_hornonly/config_test/openai/gpt-5-pro-2025-10-06/think-high/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf2_con_hornonly.yaml
cnf2_con_hornonly,final_validation_test,anthropic,claude-haiku-4-5-20251001,nothink,cnf2_con_hornonly/final_validation_test/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,cnf2_con_hornonly/final_validation_test/anthropic/claude-haiku-4-5-20251001/nothink/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf2_con_hornonly.yaml
cnf2_con_hornonly,final_validation_test,anthropic,claude-haiku-4-5-20251001,think-low,cnf2_con_hornonly/final_validation_test/anthropic/claude-haiku-4-5-20251001/think-low/results.jsonl,cnf2_con_hornonly/final_validation_test/anthropic/claude-haiku-4-5-20251001/think-low/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf2_con_hornonly.yaml
cnf2_con_hornonly,final_validation_test,anthropic,claude-opus-4-1-20250805,think-med,cnf2_con_hornonly/final_validation_test/anthropic/claude-opus-4-1-20250805/think-med/results.jsonl,cnf2_con_hornonly/final_validation_test/anthropic/claude-opus-4-1-20250805/think-med/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf2_con_hornonly.yaml
cnf2_con_hornonly,final_validation_test,anthropic,claude-sonnet-4-5-20250929,think-high,cnf2_con_hornonly/final_validation_test/anthropic/claude-sonnet-4-5-20250929/think-high/results.jsonl,cnf2_con_hornonly/final_validation_test/anthropic/claude-sonnet-4-5-20250929/think-high/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf2_con_hornonly.yaml
cnf2_con_hornonly,final_validation_test,google,gemini-2.5-flash-lite,nothink,cnf2_con_hornonly/final_validation_test/google/gemini-2.5-flash-lite/nothink/results.jsonl,cnf2_con_hornonly/final_validation_test/google/gemini-2.5-flash-lite/nothink/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf2_con_hornonly.yaml
cnf2_con_hornonly,final_validation_test,google,gemini-2.5-flash-lite,think-low,cnf2_con_hornonly/final_validation_test/google/gemini-2.5-flash-lite/think-low/results.jsonl,cnf2_con_hornonly/final_validation_test/google/gemini-2.5-flash-lite/think-low/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf2_con_hornonly.yaml
cnf2_con_hornonly,final_validation_test,google,gemini-2.5-flash,think-med,cnf2_con_hornonly/final_validation_test/google/gemini-2.5-flash/think-med/results.jsonl,cnf2_con_hornonly/final_validation_test/google/gemini-2.5-flash/think-med/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf2_con_hornonly.yaml
cnf2_con_hornonly,final_validation_test,google,gemini-2.5-pro,think-high,cnf2_con_hornonly/final_validation_test/google/gemini-2.5-pro/think-high/results.jsonl,cnf2_con_hornonly/final_validation_test/google/gemini-2.5-pro/think-high/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf2_con_hornonly.yaml
cnf2_con_hornonly,final_validation_test,openai,gpt-5-2025-08-07,think-medium,cnf2_con_hornonly/final_validation_test/openai/gpt-5-2025-08-07/think-medium/results.jsonl,cnf2_con_hornonly/final_validation_test/openai/gpt-5-2025-08-07/think-medium/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf2_con_hornonly.yaml
cnf2_con_hornonly,final_validation_test,openai,gpt-5-mini-2025-08-07,think-low,cnf2_con_hornonly/final_validation_test/openai/gpt-5-mini-2025-08-07/think-low/results.jsonl,cnf2_con_hornonly/final_validation_test/openai/gpt-5-mini-2025-08-07/think-low/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf2_con_hornonly.yaml
cnf2_con_hornonly,final_validation_test,openai,gpt-5-nano-2025-08-07,nothink,cnf2_con_hornonly/final_validation_test/openai/gpt-5-nano-2025-08-07/nothink/results.jsonl,cnf2_con_hornonly/final_validation_test/openai/gpt-5-nano-2025-08-07/nothink/results.provenance.jsonl,3,3,0,1,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf2_con_hornonly.yaml
cnf2_con_hornonly,final_validation_test,openai,gpt-5-pro-2025-10-06,think-high,cnf2_con_hornonly/final_validation_test/openai/gpt-5-pro-2025-10-06/think-high/results.jsonl,cnf2_con_hornonly/final_validation_test/openai/gpt-5-pro-2025-10-06/think-high/results.provenance.jsonl,3,3,0,0,4,,2,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf2_con_hornonly.yaml
cnf2_con_hornonly,smoke_20251020_2037,anthropic,claude-haiku-4-5-20251001,nothink,cnf2_con_hornonly/smoke_20251020_2037/anthropic/claude-haiku-4-5-20251001/nothink/results.jsonl,cnf2_con_hornonly/smoke_20251020_2037/anthropic/claude-haiku-4-5-20251001/nothink/results.provenance.jsonl,8,8,0,0,4,,2-3,,1,,0,0,/Users/ottomattas/Downloads/repos/llmlog/experiments/configs/cnf2_con_hornonly.yaml
